"","posture_change","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"2133","On_Premises_to_Online_Only","2020-10-09",1.1497481559164,0.313267675881,2.52003901108793,1.85529349655038,1.4879996362008,2.26249201831594
"2134","On_Premises_to_Online_Only","2020-10-10",0.879595196650504,0.181393675866847,2.11826685661004,1.88362631927513,1.51657841326088,2.28985372076311
"2135","On_Premises_to_Online_Only","2020-10-11",0.897044228927757,0.184992085813994,2.16028812604577,1.97810303865274,1.60591966332076,2.3884943018865
"2136","On_Premises_to_Online_Only","2020-10-12",0.914667814191917,0.188626492783464,2.20272975908546,1.97555724325636,1.60912382057887,2.37901676683838
"2137","On_Premises_to_Online_Only","2020-10-13",0.932378891840671,0.192278942786039,2.24538209384248,1.97955992345446,1.61908389616791,2.37572466957399
"2138","On_Premises_to_Online_Only","2020-10-14",0.950036199197332,0.195920304061694,2.28790493741077,1.95421593667027,1.603081210419,2.33960446004312
"2139","On_Premises_to_Online_Only","2020-10-15",0.644991551140845,0.0781114691343884,1.79683145656266,1.92182601237999,1.580975934936,2.29545231126946
"2140","On_Premises_to_Online_Only","2020-10-16",0.9846019968151,0.203048602525615,2.37114730133548,1.9510977062209,1.6149751422631,2.31852295661288
"2141","On_Premises_to_Online_Only","2020-10-17",1.00129919753897,0.206491966731699,2.4113579880539,1.93986366834328,1.61221636540601,2.29736902706753
"2142","On_Premises_to_Online_Only","2020-10-18",1.01757237687771,0.209847887534285,2.45054753408165,1.90897927150427,1.59143000712576,2.25498631245931
"2143","On_Premises_to_Online_Only","2020-10-19",1.03348852690704,0.213130180309942,2.48887727169316,1.87614284484555,1.56863902050191,2.21076142095683
"2144","On_Premises_to_Online_Only","2020-10-20",1.04916283428295,0.216362599316332,2.52662459675944,1.80145745625362,1.50726455638937,2.12148859580922
"2145","On_Premises_to_Online_Only","2020-10-21",0.709817254149865,0.0859621625128485,1.97742430642925,1.78288413222422,1.49684880089029,2.09355852045985
"2146","On_Premises_to_Online_Only","2020-10-22",0.720196718000686,0.0872191637383387,2.0063396420122,1.73914315499001,1.46299916299693,2.0388069530235
"2147","On_Premises_to_Online_Only","2020-10-23",0.730642847294689,0.0884842384582775,2.03544069563312,1.72158603609372,1.45277938887756,2.01287261062346
"2148","On_Premises_to_Online_Only","2020-10-24",0.741217007992015,0.0897648183751311,2.06489842191511,1.7385619920569,1.47399575561858,2.02464337181362
"2149","On_Premises_to_Online_Only","2020-10-25",0.752001944233269,0.0910709241881995,2.09494333128025,1.74204236191253,1.48257062632893,2.02212956539461
"2150","On_Premises_to_Online_Only","2020-10-26",1.14467561993306,0.236059631936941,2.75664127829155,1.77502932891676,1.51822561340254,2.05160377028151
"2151","On_Premises_to_Online_Only","2020-10-27",1.54944248705775,0.422170928767424,3.396096347474,1.85334807241198,1.59589318983847,2.12977290662024
"2152","On_Premises_to_Online_Only","2020-10-28",1.57399443127069,0.428860507230645,3.44990974730097,1.88367189166381,1.62917993348266,2.15636252023444
"2153","On_Premises_to_Online_Only","2020-10-29",2.00026178623297,0.649479557324637,4.09717169154526,1.94401150534761,1.69053944939597,2.21493045915774
"2154","On_Premises_to_Online_Only","2020-10-30",1.62821670952973,0.443634253119061,3.56875512729112,2.00271107812892,1.75063787147433,2.271491526441
"2155","On_Premises_to_Online_Only","2020-10-31",1.65781071491807,0.451697623553976,3.63361980890786,2.00759941045683,1.76062378812207,2.2705492208574
"2156","On_Premises_to_Online_Only","2020-11-01",1.68834317492499,0.46001669128727,3.70054141250078,2.0290845901485,1.78627275412548,2.28714487318261
"2157","On_Premises_to_Online_Only","2020-11-02",1.71871786866204,0.468292773021898,3.7671172211014,2.06434960436654,1.82500458966779,2.31822793872499
"2158","On_Premises_to_Online_Only","2020-11-03",1.74749003300238,0.476132219431606,3.83018057649623,2.07414092508082,1.83990329379365,2.32220975845066
"2159","On_Premises_to_Online_Only","2020-11-04",2.2162943337436,0.719624737465862,4.53967498996597,2.09617836531667,1.86640579652996,2.33909615438774
"2160","On_Premises_to_Online_Only","2020-11-05",2.24219335432875,0.728034078953339,4.59272441315175,2.11494981243552,1.88988812643407,2.35248957787484
"2161","On_Premises_to_Online_Only","2020-11-06",2.71238892409744,0.995398930867063,5.2748424491076,2.11782009123326,1.89835096959405,2.34912091577056
"2162","On_Premises_to_Online_Only","2020-11-07",2.72322106290332,0.999374134898677,5.29590794789366,2.13047706828485,1.91605827983443,2.35610410232204
"2163","On_Premises_to_Online_Only","2020-11-08",3.17572721259863,1.27680704697768,5.92476100507678,2.12301625629543,1.91463226714776,2.34200942359858
"2164","On_Premises_to_Online_Only","2020-11-09",2.7082796940545,0.993890915864095,5.26685113898572,2.13547294911096,1.93204420954228,2.34893771005068
"2165","On_Premises_to_Online_Only","2020-11-10",2.23474513332289,0.725615661866618,4.57746808997065,2.18945737126555,1.98896452125044,2.39943950967707
