"county","leaid","district_enroll","county_enroll","schnam","gslo","gshi","openenroll","level","multibdy","enrollment","districtname","control","physicalcity","physicalstate","enrollment_1","date","teachingmethod","sportsparticipation","onlineinstructionincrease","networkinvestment","hardwareinvestment","staffmaskpolicy","studentmaskpolicy","studentillnessreturnpolicy","studentisolationarea","schooltemporaryshutdown","parentoptoutclassroomteachin_55","lastverifieddate","opendategrouped"
"ALLEN",3904577,2560,16319,"Elida Elementary","KG","4",0,"1",0,933,"Elida Local School District","Public","Elida","OH",2560,"2020-11-08","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-13","2020-12-09"
"ALLEN",3904577,2560,16319,"Elida Middle School","5","10",0,"4",0,800,"Elida Local School District","Public","Elida","OH",2560,"2020-11-08","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-13","2020-12-09"
"ALLEN",3904578,835,16319,"Perry Elementary School","KG","6",0,"1",0,453,"Perry Local School District","Public","Lima","OH",835,"2020-09-01","Online Only","Yes","Unknown","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-21","2020-09-02"
"ALLEN",3904578,835,16319,"Perry High School","7","12",0,"3",0,345,"Perry Local School District","Public","Lima","OH",835,"2020-09-01","Online Only","Yes","Unknown","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-21","2020-09-02"
"ALLEN",3904579,2573,16319,"Elmwood Elementary School","KG","4",0,"1",0,529,"Shawnee Local School District","Public","Lima","OH",2573,"2020-08-31","Hybrid","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-02"
"ALLEN",3904579,2573,16319,"Maplewood Elementary School","3","4",0,"1",0,404,"Shawnee Local School District","Public","Lima","OH",2573,"2020-08-31","Hybrid","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-02"
"ALLEN",3904579,2573,16319,"Shawnee High School","9","12",0,"3",0,714,"Shawnee Local School District","Public","Lima","OH",2573,"2020-08-31","Hybrid","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-02"
"ALLEN",3904579,2573,16319,"Shawnee Middle School","5","8",0,"2",0,787,"Shawnee Local School District","Public","Lima","OH",2573,"2020-08-31","Hybrid","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-02"
"ALLEN",3904580,1047,16319,"Spencerville Elementary School","KG","4",0,"1",0,367,"Spencerville Local School District","Public","Spencerville","OH",1047,"2020-09-01","Hybrid","Yes","No","Yes","Yes","Required for all staff","Required for all students","Unknown","Pending","Pending","Yes","2021-01-14","2020-09-02"
"ALLEN",3904580,1047,16319,"Spencerville High School","9","12",0,"3",0,285,"Spencerville Local School District","Public","Spencerville","OH",1047,"2020-09-01","Hybrid","Yes","No","Yes","Yes","Required for all staff","Required for all students","Unknown","Pending","Pending","Yes","2021-01-14","2020-09-02"
"ALLEN",3904580,1047,16319,"Spencerville Middle School","5","8",0,"2",0,299,"Spencerville Local School District","Public","Spencerville","OH",1047,"2020-09-01","Hybrid","Yes","No","Yes","Yes","Required for all staff","Required for all students","Unknown","Pending","Pending","Yes","2021-01-14","2020-09-02"
"ASHLAND",3904350,3365,7452,"Ashland High School","9","12",0,"3",0,959,"Ashland City School District","Public","Ashland","OH",3365,"2020-09-08","Hybrid","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Unknown","Unknown","Never closed","Yes","2020-10-15","2020-09-09"
"ASHLAND",3904350,3365,7452,"Ashland Middle School","6","8",0,"2",0,726,"Ashland City School District","Public","Ashland","OH",3365,"2020-09-08","Hybrid","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Unknown","Unknown","Never closed","Yes","2020-10-15","2020-09-09"
"ASHLAND",3904350,3365,7452,"Edison Elementary School","KG","3",0,"1",0,460,"Ashland City School District","Public","Ashland","OH",3365,"2020-09-08","Hybrid","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Unknown","Unknown","Never closed","Yes","2020-10-15","2020-09-09"
"ASHLAND",3904350,3365,7452,"Taft Intermediate School","3","5",0,"1",0,520,"Ashland City School District","Public","Ashland","OH",3365,"2020-09-08","Hybrid","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Unknown","Unknown","Never closed","Yes","2020-10-15","2020-09-09"
"ASHLAND",3904350,3365,7452,"Reagan Elementary School","PK","3",0,"1",0,595,"Ashland City School District","Public","Ashland","OH",3365,"2020-09-08","Hybrid","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Unknown","Unknown","Never closed","Yes","2020-10-15","2020-09-09"
"ASHLAND",3904546,1067,7452,"Budd Elementary School","4","6",0,"2",0,241,"Loudonville-Perrysville School District","Public","Loudonville","OH",1067,"2020-09-09","Other","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2020-09-25","2020-09-09"
"ASHLAND",3904546,1067,7452,"Loudonville High School","7","12",0,"3",0,383,"Loudonville-Perrysville School District","Public","Loudonville","OH",1067,"2020-09-09","Other","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2020-09-25","2020-09-09"
"ASHLAND",3904546,1067,7452,"McMullen Elementary School","KG","3",0,"1",0,298,"Loudonville-Perrysville School District","Public","Loudonville","OH",1067,"2020-09-09","Other","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2020-09-25","2020-09-09"
"ASHLAND",3904546,1067,7452,"Loudonville Junior High School","7","8",0,"2",0,136,"Loudonville-Perrysville School District","Public","Loudonville","OH",1067,"2020-09-09","Other","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2020-09-25","2020-09-09"
"ASHLAND",3904582,835,7452,"Hillsdale Elementary School","KG","4",0,"1",0,284,"Hillsdale Local School District","Public","Jeromesville","OH",835,"2020-09-08","Hybrid","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Unknown","Yes","Never closed","Yes","2020-10-19","2020-09-09"
"ASHLAND",3904582,835,7452,"Hillsdale High School","9","12",0,"3",0,234,"Hillsdale Local School District","Public","Jeromesville","OH",835,"2020-09-08","Hybrid","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Unknown","Yes","Never closed","Yes","2020-10-19","2020-09-09"
"ASHLAND",3904582,835,7452,"Hillsdale Middle School","5","8",0,"2",0,282,"Hillsdale Local School District","Public","Jeromesville","OH",835,"2020-09-08","Hybrid","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Unknown","Yes","Never closed","Yes","2020-10-19","2020-09-09"
"ASHLAND",3904583,967,7452,"Mapleton High School","9","12",0,"3",0,277,"Mapleton Local Schools","Public","Ashland","OH",967,"2020-08-24","Online Only","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-12-22","2020-08-26"
"ASHLAND",3904583,967,7452,"Mapleton Elementary School","PK","5",0,"1",0,420,"Mapleton Local Schools","Public","Ashland","OH",967,"2020-08-24","Online Only","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-12-22","2020-08-26"
"ASHLAND",3904583,967,7452,"Mapleton Middle School","6","8",0,"2",0,235,"Mapleton Local Schools","Public","Ashland","OH",967,"2020-08-24","Online Only","Yes","Unknown","Unknown","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-12-22","2020-08-26"
"ASHLAND",3904846,1218,7452,"Black River High School","9","12",0,"3",0,329,"Black River Local School District","Public","Sullivan","OH",1218,"2020-09-08","Hybrid","Yes","Unknown","No","Yes","Required for all staff","Pending","Yes","Yes","Never closed","Yes","2021-01-05","2020-09-09"
"ASHLAND",3904846,1218,7452,"Black River Education Center Middle School","6","8",0,"2",0,269,"Black River Local School District","Public","Sullivan","OH",1218,"2020-09-08","Hybrid","Yes","Unknown","No","Yes","Required for all staff","Pending","Yes","Yes","Never closed","Yes","2021-01-05","2020-09-09"
"ASHLAND",3904846,1218,7452,"Black River Education Center Elementary School","PK","5",0,"1",0,534,"Black River Local School District","Public","Sullivan","OH",1218,"2020-09-08","Hybrid","Yes","Unknown","No","Yes","Required for all staff","Pending","Yes","Yes","Never closed","Yes","2021-01-05","2020-09-09"
"ASHTABULA",3904351,3504,12031,"Lakeside High School","8","12",NA,"3",0,964,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Lakeside Junior High School","7","9",NA,"2",0,471,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Ontario Primary School","KG","3",NA,"1",0,336,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Erie Intermediate School","3","6",NA,"1",0,410,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Michigan Primary School","KG","3",NA,"1",0,346,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Huron Primary School","KG","3",NA,"1",0,342,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904351,3504,12031,"Superior Intermediate School","3","6",NA,"1",0,383,"Ashtabula Area City School District","Public","Ashtabula","OH",3504,"2020-10-05","Hybrid","Yes","Unknown","Yes","Yes","Pending","Pending","Pending","Pending","Pending","Pending","2020-08-28","2020-10-20"
"ASHTABULA",3904381,1620,12031,"Conneaut High School","9","12",0,"3",0,414,"Conneaut Area City School District","Public","Conneaut","OH",1620,"2020-09-08","Hybrid","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-28","2020-09-09"
"ASHTABULA",3904381,1620,12031,"Conneaut Middle School","6","8",0,"2",0,353,"Conneaut Area City School District","Public","Conneaut","OH",1620,"2020-09-08","Hybrid","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-28","2020-09-09"
"ASHTABULA",3904381,1620,12031,"Gateway Elementary School","3","5",0,"1",0,397,"Conneaut Area City School District","Public","Conneaut","OH",1620,"2020-09-08","Hybrid","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-28","2020-09-09"
"ASHTABULA",3904381,1620,12031,"Lakeshore Primary Elementary School","PK","2",0,"1",0,454,"Conneaut Area City School District","Public","Conneaut","OH",1620,"2020-09-08","Hybrid","Unknown","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-10-28","2020-09-09"
"ASHTABULA",3904405,2495,12031,"Austinburg Elementary School","PK","5",0,"1",0,266,"Geneva Area City Schools","Public","Geneva","OH",2495,"2020-09-01","Hybrid","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed 1-5 days","Yes","2021-01-22","2020-09-02"
"ASHTABULA",3904405,2495,12031,"Cork Elementary School","KG","5",0,"1",0,291,"Geneva Area City Schools","Public","Geneva","OH",2495,"2020-09-01","Hybrid","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed 1-5 days","Yes","2021-01-22","2020-09-02"
"ASHTABULA",3904405,2495,12031,"Geneva High School","9","12",0,"3",0,776,"Geneva Area City Schools","Public","Geneva","OH",2495,"2020-09-01","Hybrid","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed 1-5 days","Yes","2021-01-22","2020-09-02"
"ASHTABULA",3904405,2495,12031,"Geneva Middle School","6","8",0,"2",0,572,"Geneva Area City Schools","Public","Geneva","OH",2495,"2020-09-01","Hybrid","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed 1-5 days","Yes","2021-01-22","2020-09-02"
"ASHTABULA",3904405,2495,12031,"Geneva Platt R. Spencer Elementary School","KG","5",0,"1",0,505,"Geneva Area City Schools","Public","Geneva","OH",2495,"2020-09-01","Hybrid","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed 1-5 days","Yes","2021-01-22","2020-09-02"
"ASHTABULA",3904586,1265,12031,"Grand Valley Middle School","5","8",0,"2",0,374,"Grand Valley Local School District","Public","Orwell","OH",1265,"2020-08-25","Online Only","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-07","2020-08-26"
"ASHTABULA",3904586,1265,12031,"Grand Valley High School","9","12",0,"3",0,338,"Grand Valley Local School District","Public","Orwell","OH",1265,"2020-08-25","Online Only","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-07","2020-08-26"
"ASHTABULA",3904586,1265,12031,"Grand Valley Elementary School","KG","4",0,"1",0,400,"Grand Valley Local School District","Public","Orwell","OH",1265,"2020-08-25","Online Only","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-07","2020-08-26"
"ASHTABULA",3904587,1856,12031,"Jefferson Elementary","KG","6",0,"1",0,601,"Jefferson Area Local Schools","Public","Jefferson","OH",1856,"2020-08-26","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-21","2020-08-26"
"ASHTABULA",3904587,1856,12031,"Jefferson Area Sr High School","9","12",0,"3",0,463,"Jefferson Area Local Schools","Public","Jefferson","OH",1856,"2020-08-26","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-21","2020-08-26"
"ASHTABULA",3904587,1856,12031,"Rock Creek Elementary School","KG","6",0,"1",0,287,"Jefferson Area Local Schools","Public","Jefferson","OH",1856,"2020-08-26","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-21","2020-08-26"
"ASHTABULA",3904587,1856,12031,"Jefferson Area Junior High School","7","8",0,"2",0,281,"Jefferson Area Local Schools","Public","Jefferson","OH",1856,"2020-08-26","On Premises","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-21","2020-08-26"
"ASHTABULA",3904588,1291,12031,"Pymatuning Valley High School","9","12",0,"3",0,338,"Pymatuning Valley Local School District","Public","Andover","OH",1291,"2020-08-24","On Premises","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Closed 6-14 days","Yes","2020-10-16","2020-08-26"
"ASHTABULA",3904588,1291,12031,"Pymatuning Valley Middle School","5","8",0,"2",0,362,"Pymatuning Valley Local School District","Public","Andover","OH",1291,"2020-08-24","On Premises","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Closed 6-14 days","Yes","2020-10-16","2020-08-26"
"ASHTABULA",3904588,1291,12031,"Pymatuning Valley Primary Elementary School","PK","4",0,"1",0,508,"Pymatuning Valley Local School District","Public","Andover","OH",1291,"2020-08-24","On Premises","Yes","No","Yes","No","Required for all staff","Required for all students","Yes","Yes","Closed 6-14 days","Yes","2020-10-16","2020-08-26"
"ATHENS",3904352,2665,7412,"Athens High School","9","12",0,"3",0,769,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904352,2665,7412,"Athens Middle School","7","8",0,"2",0,400,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904352,2665,7412,"East Elementary School","KG","6",0,"1",0,382,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904352,2665,7412,"Morrison Elementary School","KG","6",0,"1",0,408,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904352,2665,7412,"The Plains Elementary School","KG","6",0,"1",0,402,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904352,2665,7412,"West Elementary School","KG","6",0,"1",0,197,"Athens City School District","Public","The Plains","OH",2665,"2020-08-31","Online Only","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Pending","Yes","2020-10-07","2020-09-02"
"ATHENS",3904444,1252,7412,"Nelsonville-York High School","9","12",0,"3",0,333,"Nelsonville-York City School District","Public","Nelsonville","OH",1252,"2020-09-01","Hybrid","Yes","Yes","Pending","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-02"
"ATHENS",3904444,1252,7412,"Nelsonville-York Junior High School","7","8",0,"2",0,180,"Nelsonville-York City School District","Public","Nelsonville","OH",1252,"2020-09-01","Hybrid","Yes","Yes","Pending","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-02"
"ATHENS",3904444,1252,7412,"Nelsonville-York Elementary School","PK","6",0,"1",0,696,"Nelsonville-York City School District","Public","Nelsonville","OH",1252,"2020-09-01","Hybrid","Yes","Yes","Pending","No","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-02"
"ATHENS",3904590,1537,7412,"Alexander Elementary School","PK","5",0,"1",0,707,"Alexander Local School District","Public","Albany","OH",1537,"2020-10-13","Hybrid","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-08","2020-10-20"
