"county","leaid","district_enroll","county_enroll","schnam","gslo","gshi","openenroll","level","multibdy","enrollment","districtname","control","physicalcity","physicalstate","enrollment_1","date","teachingmethod","sportsparticipation","onlineinstructionincrease","networkinvestment","hardwareinvestment","staffmaskpolicy","studentmaskpolicy","studentillnessreturnpolicy","studentisolationarea","schooltemporaryshutdown","parentoptoutclassroomteachin_55","lastverifieddate","opendategrouped"
"CUYAHOGA",3904419,5055,98343,"Harrison Elementary School","PK","5",0,"1",0,376,"Lakewood City School District","Public","Lakewood","OH",4927,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904430,3550,98343,"Milkovich Middle School","6","9",0,"2",0,800,"Maple Heights City School District","Public","Maple Heights","OH",3541,"2020-09-09","Online Only","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904430,3550,98343,"Maple Heights High School","8","12",0,"3",0,1057,"Maple Heights City School District","Public","Maple Heights","OH",3541,"2020-09-09","Online Only","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904430,3550,98343,"Barack Obama School","3","6",0,"1",0,594,"Maple Heights City School District","Public","Maple Heights","OH",3541,"2020-09-09","Online Only","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904430,3550,98343,"Abraham Lincoln School","PK","1",0,"1",0,554,"Maple Heights City School District","Public","Maple Heights","OH",3541,"2020-09-09","Online Only","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904430,3550,98343,"J.F. Kennedy School","2","3",0,"1",0,545,"Maple Heights City School District","Public","Maple Heights","OH",3541,"2020-09-09","Online Only","Yes","Yes","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904437,4383,98343,"Gates Mills Elementary School","KG","5",0,"1",0,123,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904437,4383,98343,"Lander Elementary","KG","5",0,"1",0,494,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904437,4383,98343,"Mayfield High School","9","12",0,"3",0,1809,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904437,4383,98343,"Mayfield Center Elementary School","KG","5",0,"1",0,446,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904437,4383,98343,"Millridge Elementary School","KG","5",0,"1",0,598,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904437,4383,98343,"Mayfield Middle School","6","8",0,"2",0,913,"Mayfield City School District","Public","Mayfield Heights","OH",4344,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904452,3819,98343,"Butternut Elementary School","PK","3",0,"1",0,NA,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Forest Elementary School","PK","3",0,"1",0,315,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Maple Intermediate Elementary School","3","6",0,"1",0,387,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"North Olmsted High School","9","12",0,"3",0,1239,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"North Olmsted Middle School","7","9",0,"2",0,598,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Pine  School","4","6",0,"2",0,373,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Spruce Elementary School","PK","3",0,"1",0,214,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Birch Elementary School","KG","2",0,"1",0,362,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904452,3819,98343,"Chestnut Intermediate Elementary School","4","6",0,"2",0,331,"North Olmsted City School District","Public","North Olmsted","OH",3535,"2020-09-08","Hybrid","Unknown","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Unknown","Never closed","Yes","2021-01-26","2020-09-09"
"CUYAHOGA",3904454,4450,98343,"Albion Elementary School","KG","4",0,"1",0,481,"North Royalton City School District","Public","North Royalton","OH",4450,"2020-09-01","Online Only","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Unknown","Yes","2020-12-28","2020-09-02"
"CUYAHOGA",3904454,4450,98343,"North Royalton High School","9","12",0,"3",0,1502,"North Royalton City School District","Public","North Royalton","OH",4450,"2020-09-01","Online Only","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Unknown","Yes","2020-12-28","2020-09-02"
"CUYAHOGA",3904454,4450,98343,"Royal View Elementary School","PK","4",0,"1",0,489,"North Royalton City School District","Public","North Royalton","OH",4450,"2020-09-01","Online Only","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Unknown","Yes","2020-12-28","2020-09-02"
"CUYAHOGA",3904454,4450,98343,"Valley Vista Elementary School","KG","4",0,"1",0,417,"North Royalton City School District","Public","North Royalton","OH",4450,"2020-09-01","Online Only","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Unknown","Yes","2020-12-28","2020-09-02"
"CUYAHOGA",3904454,4450,98343,"North Royalton Middle School","5","8",0,"2",0,1260,"North Royalton City School District","Public","North Royalton","OH",4450,"2020-09-01","Online Only","Yes","Unknown","Unknown","Yes","Required for all staff","Required for all students","Yes","Yes","Unknown","Yes","2020-12-28","2020-09-02"
"CUYAHOGA",3904463,10396,98343,"Pleasant Valley Elementary School","KG","5",0,"1",0,808,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Dentzler Elementary School","KG","4",0,"1",0,431,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Green Valley Elementary School","KG","4",0,"1",0,347,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Greenbriar Middle School","5","7",0,"2",0,902,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Hillside Middle School","5","7",0,"2",0,632,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"John Muir Elementary School","KG","4",0,"1",0,401,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Normandy High School","8","12",0,"3",0,1360,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Parma High School","8","12",0,"3",0,1578,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Parma Park Elementary School","KG","4",0,"1",0,322,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Renwood Elementary School","KG","4",0,"1",0,290,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Ridge-Brook Elementary School","KG","4",0,"1",0,348,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Thoreau Park Elementary School","KG","4",0,"1",0,404,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Valley Forge High School","8","12",0,"3",0,1469,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904463,10396,98343,"Shiloh Middle School","5","7",0,"2",0,684,"Parma City School District","Public","Parma","OH",10396,"2020-09-08","Online Only","Unknown","Pending","Pending","Pending","Required for all staff","Required for all students","Unknown","Unknown","Never closed","No","2021-01-14","2020-09-09"
"CUYAHOGA",3904470,2678,98343,"Goldwood Primary Elementary School","PK","2",0,"1",0,484,"Rocky River City School District","Public","Rocky River","OH",2678,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904470,2678,98343,"Kensington Intermediate Elementary School","3","5",0,"1",0,606,"Rocky River City School District","Public","Rocky River","OH",2678,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904470,2678,98343,"Rocky River Middle School","6","8",0,"2",0,690,"Rocky River City School District","Public","Rocky River","OH",2678,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904470,2678,98343,"Rocky River High School","9","12",0,"3",0,859,"Rocky River City School District","Public","Rocky River","OH",2678,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Boulevard Elementary School","KG","4",0,"1",0,348,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Shaker Hts Middle School","7","8",0,"2",0,774,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Fernway Elementary School","KG","4",0,"1",0,323,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Lomond Elementary School","KG","4",0,"1",0,392,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Mercer Elementary School","KG","4",0,"1",0,342,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Onaway Elementary School","PK","4",0,"1",0,397,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Shaker Hts High School","9","12",0,"3",0,1664,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904475,5300,98343,"Woodbury Elementary School","5","6",0,"2",0,722,"Shaker Heights City School District","Public","Shaker Heights","OH",5300,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
"CUYAHOGA",3904479,3533,98343,"Adrian Elementary School","KG","3",0,"1",0,261,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904479,3533,98343,"Brush High School","9","12",0,"3",0,1130,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904479,3533,98343,"Memorial Junior High School","7","8",0,"2",0,471,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904479,3533,98343,"Rowland Elementary School","PK","3",0,"1",0,438,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904479,3533,98343,"Sunview Elementary School","KG","3",0,"1",0,322,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904479,3533,98343,"Greenview Upper Elementary School","3","6",0,"1",0,769,"South Euclid Lyndhurst School District","Public","Lyndhurst","OH",3533,"2020-09-08","Online Only","No","No","Unknown","Yes","Required for all staff","Unknown","Yes","Unknown","Never closed","Yes","2020-10-16","2020-09-09"
"CUYAHOGA",3904484,5658,98343,"Kinsner Elementary School","KG","6",0,"1",0,532,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Albion Middle School","7","8",0,"2",0,NA,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Center Middle School","7","8",0,"2",0,1354,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Drake Elementary School","KG","6",0,"1",0,NA,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Whitney Elementary School","KG","6",0,"1",0,401,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Surrarrer Elementary School","KG","6",0,"1",0,353,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Muraski Elementary School","KG","6",0,"1",0,471,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Chapman Elementary School","KG","6",0,"1",0,310,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904484,5658,98343,"Strongsville High School","9","12",0,"3",0,1933,"Strongsville City School District","Public","Strongsville","OH",5658,"2020-08-24","Other","Yes","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Yes","2021-01-11","2020-08-26"
"CUYAHOGA",3904500,2430,98343,"Warrensville Heights High School","8","12",0,"3",0,500,"Warrensville Heights City School Dist","Public","Warrensville Heights","OH",2430,"2020-08-31","Online Only","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-11-04","2020-09-02"
"CUYAHOGA",3904500,2430,98343,"Warrensville Heights Middle School","6","7",0,"2",0,352,"Warrensville Heights City School Dist","Public","Warrensville Heights","OH",2430,"2020-08-31","Online Only","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-11-04","2020-09-02"
"CUYAHOGA",3904500,2430,98343,"John Dewey Elementary School","PK","2",0,"1",0,350,"Warrensville Heights City School Dist","Public","Warrensville Heights","OH",2430,"2020-08-31","Online Only","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-11-04","2020-09-02"
"CUYAHOGA",3904500,2430,98343,"Eastwood Elementary School","3","5",0,"1",0,229,"Warrensville Heights City School Dist","Public","Warrensville Heights","OH",2430,"2020-08-31","Online Only","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-11-04","2020-09-02"
"CUYAHOGA",3904500,2430,98343,"John Dewey Preschool",NA,NA,1,NA,0,NA,"Warrensville Heights City School Dist","Public","Warrensville Heights","OH",2430,"2020-08-31","Online Only","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","2020-11-04","2020-09-02"
"CUYAHOGA",3904506,3511,98343,"Bassett Elementary School","KG","4",0,"1",0,350,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Dover Elementary School","PK","4",0,"1",0,340,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Hilliard Elementary School","PK","4",0,"1",0,317,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Holly Lane Elementary School","KG","4",0,"1",0,221,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Lee Burneson Middle School","7","8",0,"2",0,566,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Dover Intermediate School","5","6",0,"2",0,519,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904506,3511,98343,"Westlake High School","9","12",0,"3",0,1198,"Westlake City School District","Public","Westlake","OH",2340,"2020-09-14","Hybrid","Yes","Yes","Yes","Unknown","Required for all staff","Required for all students","Yes","Yes","Never closed","Yes","2021-01-13","2020-09-14"
"CUYAHOGA",3904528,1983,98343,"Chagrin Falls High School","9","12",0,"3",0,782,"Chagrin Falls Exempted Village Schl Dist","Public","Chagrin Falls","OH",1983,"2020-08-31","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-12","2020-09-02"
"CUYAHOGA",3904528,1983,98343,"Chagrin Falls Middle School","7","8",0,"2",0,338,"Chagrin Falls Exempted Village Schl Dist","Public","Chagrin Falls","OH",1983,"2020-08-31","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-12","2020-09-02"
"CUYAHOGA",3904528,1983,98343,"Chagrin Falls Intermediate Elementary School","4","6",0,"2",0,405,"Chagrin Falls Exempted Village Schl Dist","Public","Chagrin Falls","OH",1983,"2020-08-31","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Closed indefinitely","Yes","2021-01-12","2020-09-02"
"CUYAHOGA",3904655,880,98343,"Cuyahoga Hts Middle School","6","8",0,"2",0,198,"Cuyahoga Heights Schools","Public","Cleveland","OH",880,"2020-09-08","Online Only","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-09-30","2020-09-09"
"CUYAHOGA",3904655,880,98343,"Cuyahoga Hts Elementary School","PK","5",0,"1",0,318,"Cuyahoga Heights Schools","Public","Cleveland","OH",880,"2020-09-08","Online Only","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-09-30","2020-09-09"
"CUYAHOGA",3904655,880,98343,"Cuyahoga Hts High School","9","12",0,"3",0,242,"Cuyahoga Heights Schools","Public","Cleveland","OH",880,"2020-09-08","Online Only","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Yes","Yes","Never closed","No","2020-09-30","2020-09-09"
"CUYAHOGA",3904656,1160,98343,"Independence High School","9","12",0,"3",0,355,"Independence Local School District","Public","Independence","OH",1160,"2020-09-02","Hybrid","Unknown","Unknown","Unknown","Pending","Required for all staff","Required for all students","Yes","Yes","Unknown","Unknown","2020-10-27","2020-09-02"
"CUYAHOGA",3904656,1160,98343,"Independence Middle School","5","8",0,"2",0,340,"Independence Local School District","Public","Independence","OH",1160,"2020-09-02","Hybrid","Unknown","Unknown","Unknown","Pending","Required for all staff","Required for all students","Yes","Yes","Unknown","Unknown","2020-10-27","2020-09-02"
"CUYAHOGA",3904656,1160,98343,"Independence Primary School","PK","4",0,"1",0,393,"Independence Local School District","Public","Independence","OH",1160,"2020-09-02","Hybrid","Unknown","Unknown","Unknown","Pending","Required for all staff","Required for all students","Yes","Yes","Unknown","Unknown","2020-10-27","2020-09-02"
"CUYAHOGA",3904657,3702,98343,"Olmsted Falls Intermediate Building","4","5",0,"2",0,554,"Olmsted Falls City Schools","Public","Olmsted Twp","OH",3689,"2020-09-08","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Unknown","Unknown","Unknown","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904657,3702,98343,"Falls-Lenox Primary Elementary School","1","3",0,"1",0,720,"Olmsted Falls City Schools","Public","Olmsted Twp","OH",3689,"2020-09-08","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Unknown","Unknown","Unknown","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904657,3702,98343,"Olmsted Falls High School","9","12",0,"3",0,1263,"Olmsted Falls City Schools","Public","Olmsted Twp","OH",3689,"2020-09-08","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Unknown","Unknown","Unknown","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904657,3702,98343,"Olmsted Falls Middle School","6","8",0,"2",0,870,"Olmsted Falls City Schools","Public","Olmsted Twp","OH",3689,"2020-09-08","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Unknown","Unknown","Unknown","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904657,3702,98343,"Olmsted Falls Early Childhood Center","PK","KG",0,"1",0,295,"Olmsted Falls City Schools","Public","Olmsted Twp","OH",3689,"2020-09-08","Hybrid","Yes","Yes","Yes","Yes","Required for all staff","Required for all students","Unknown","Unknown","Unknown","Yes","2021-01-15","2020-09-09"
"CUYAHOGA",3904659,770,98343,"Richmond Heights Elementary School","PK","6",0,"1",0,414,"Richmond Heights Local School District","Public","Richmond Heights","OH",770,"2020-09-09","Online Only","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Unknown","Yes","Never closed","No","2020-10-06","2020-09-09"
"CUYAHOGA",3904659,770,98343,"Richmond Heights Secondary School","7","12",0,"3",0,256,"Richmond Heights Local School District","Public","Richmond Heights","OH",770,"2020-09-09","Online Only","Yes","Unknown","Yes","Yes","Required for all staff","Required for all students","Unknown","Yes","Never closed","No","2020-10-06","2020-09-09"
"CUYAHOGA",3904660,4913,98343,"Solon Middle School","7","8",0,"2",0,761,"Solon City School District","Public","Solon","OH",4913,NA,"Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending","Pending",NA,NA
