,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
2060,River View Middle School,3904648,7,8,0.0,2,0,COSHOCTON,320.0,River View Local School District,Warsaw,2105.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-09,9/2/20,Required for all staff,Required for all students,9/14/20,2105.0,1978.0,2105.0,5149.0
2061,Riverdale Elementary School,3904751,KG,2,0.0,1,0,HANCOCK,225.0,Riverdale Local School District,Mount Blanchard,1033.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-04,9/9/20,Required for all staff,Required for all students,11/4/20,1033.0,1037.0,1037.0,13232.0
2062,Riverdale Elementary School,3904751,3,5,0.0,1,0,HANCOCK,231.0,Riverdale Local School District,Mount Blanchard,1033.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-04,9/9/20,Required for all staff,Required for all students,11/4/20,1033.0,1037.0,1037.0,13232.0
2063,Riverdale High School,3904751,9,12,0.0,3,0,HANCOCK,324.0,Riverdale Local School District,Mount Blanchard,1033.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-04,9/9/20,Required for all staff,Required for all students,11/4/20,1033.0,1037.0,1037.0,13232.0
2064,Riverdale Middle School,3904751,6,8,0.0,2,0,HANCOCK,257.0,Riverdale Local School District,Mount Blanchard,1033.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-04,9/9/20,Required for all staff,Required for all students,11/4/20,1033.0,1037.0,1037.0,13232.0
2065,Riverside Elementary School,3904809,KG,6,0.0,1,0,LOGAN,344.0,Riverside Local School District,De Graff,647.0,8/26/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-12-16,8/26/20,Not Required,Required for all students,9/1/20,647.0,729.0,729.0,6706.0
2066,Riverside High School,3904809,7,12,0.0,3,0,LOGAN,385.0,Riverside Local School District,De Graff,647.0,8/26/20,Hybrid,Online Only,Required for all staff,Required for all students,2020-12-16,8/26/20,Not Required,Required for all students,9/1/20,647.0,729.0,729.0,6706.0
2067,Rock Hill Elementary School,3904794,PK,5,0.0,1,0,LAWRENCE,766.0,Rock Hill Local School District,Ironton,1381.0,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-20,9/9/20,Required for all staff,Required for all students,9/30/20,1381.0,1437.0,1437.0,9734.0
2068,Rock Hill Middle School,3904794,6,8,0.0,2,0,LAWRENCE,307.0,Rock Hill Local School District,Ironton,1381.0,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-20,9/9/20,Required for all staff,Required for all students,9/30/20,1381.0,1437.0,1437.0,9734.0
2069,Rock Hill Sr High School,3904794,9,12,0.0,3,0,LAWRENCE,364.0,Rock Hill Local School District,Ironton,1381.0,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-20,9/9/20,Required for all staff,Required for all students,9/30/20,1381.0,1437.0,1437.0,9734.0
2070,Goldwood Primary Elementary School,3904470,PK,2,0.0,1,0,CUYAHOGA,484.0,Rocky River City School District,Rocky River,2678.0,,Pending,,Pending,Pending,,,,,,2678.0,2639.0,2678.0,98343.0
2071,Kensington Intermediate Elementary School,3904470,3,5,0.0,1,0,CUYAHOGA,606.0,Rocky River City School District,Rocky River,2678.0,,Pending,,Pending,Pending,,,,,,2678.0,2639.0,2678.0,98343.0
2072,Rocky River Middle School,3904470,6,8,0.0,2,0,CUYAHOGA,690.0,Rocky River City School District,Rocky River,2678.0,,Pending,,Pending,Pending,,,,,,2678.0,2639.0,2678.0,98343.0
2073,Rocky River High School,3904470,9,12,0.0,3,0,CUYAHOGA,859.0,Rocky River City School District,Rocky River,2678.0,,Pending,,Pending,Pending,,,,,,2678.0,2639.0,2678.0,98343.0
2074,Brook Intermediate School,3904730,3,5,0.0,1,0,GUERNSEY,376.0,Rolling Hills Local School District,Cambridge,1680.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,9/15/20,1680.0,1614.0,1680.0,5189.0
2075,Byesville Elementary School,3904730,KG,2,0.0,1,0,GUERNSEY,170.0,Rolling Hills Local School District,Cambridge,1680.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,9/15/20,1680.0,1614.0,1680.0,5189.0
2076,Meadowbrook High School,3904730,9,12,0.0,3,0,GUERNSEY,544.0,Rolling Hills Local School District,Cambridge,1680.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,9/15/20,1680.0,1614.0,1680.0,5189.0
2077,Meadowbrook Middle School,3904730,6,8,0.0,2,0,GUERNSEY,360.0,Rolling Hills Local School District,Cambridge,1680.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,9/15/20,1680.0,1614.0,1680.0,5189.0
2078,Secrest Elementary School,3904730,KG,2,0.0,1,0,GUERNSEY,164.0,Rolling Hills Local School District,Cambridge,1680.0,9/1/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-11,9/2/20,Required for all staff,Required for all students,9/15/20,1680.0,1614.0,1680.0,5189.0
2079,Rootstown Elementary School,3904921,KG,5,0.0,1,0,PORTAGE,540.0,Rootstown Local School District,Rootstown,1162.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/9/20,Required for all staff,Required for all students,10/19/20,1162.0,1157.0,1162.0,20789.0
2080,Rootstown/Ward Davis Bldg High School,3904921,9,12,0.0,3,0,PORTAGE,331.0,Rootstown Local School District,Rootstown,1162.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/9/20,Required for all staff,Required for all students,10/19/20,1162.0,1157.0,1162.0,20789.0
2081,Rootstown/Mabel Schnee Bldg Middle School,3904921,6,8,0.0,2,0,PORTAGE,286.0,Rootstown Local School District,Rootstown,1162.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-19,9/9/20,Required for all staff,Required for all students,10/19/20,1162.0,1157.0,1162.0,20789.0
2082,Elda Elementary School,3904614,KG,4,0.0,1,0,BUTLER,565.0,Ross Local School District,Hamilton,2762.0,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2021-01-14,10/20/20,Required for all staff,Required for all students,10/1/20,2762.0,2893.0,2893.0,55213.0
2083,Morgan Elementary School,3904614,PK,4,0.0,1,0,BUTLER,523.0,Ross Local School District,Hamilton,2762.0,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2021-01-14,10/20/20,Required for all staff,Required for all students,10/1/20,2762.0,2893.0,2893.0,55213.0
2084,Ross High School,3904614,9,12,0.0,3,0,BUTLER,877.0,Ross Local School District,Hamilton,2762.0,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2021-01-14,10/20/20,Required for all staff,Required for all students,10/1/20,2762.0,2893.0,2893.0,55213.0
2085,Ross Middle School,3904614,5,8,0.0,2,0,BUTLER,928.0,Ross Local School District,Hamilton,2762.0,9/21/20,Hybrid,On Premises,Required for all staff,Required for all students,2021-01-14,10/20/20,Required for all staff,Required for all students,10/1/20,2762.0,2893.0,2893.0,55213.0
2086,Eagle Point Elementary School,3904560,3,5,0.0,1,0,WOOD,356.0,Rossford Exempted Village School Dist,Rossford,1937.0,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-13,8/26/20,Required for all staff,Required for all students,10/1/20,1937.0,1551.0,1937.0,20781.0
2087,Glenwood Elementary School,3904560,PK,2,0.0,1,0,WOOD,377.0,Rossford Exempted Village School Dist,Rossford,1937.0,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-13,8/26/20,Required for all staff,Required for all students,10/1/20,1937.0,1551.0,1937.0,20781.0
2088,Rossford High School,3904560,9,12,0.0,3,0,WOOD,437.0,Rossford Exempted Village School Dist,Rossford,1937.0,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-13,8/26/20,Required for all staff,Required for all students,10/1/20,1937.0,1551.0,1937.0,20781.0
2089,Rossford Junior High School,3904560,6,8,0.0,2,0,WOOD,381.0,Rossford Exempted Village School Dist,Rossford,1937.0,8/20/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-13,8/26/20,Required for all staff,Required for all students,10/1/20,1937.0,1551.0,1937.0,20781.0
2090,Russia Elementary School,3904981,KG,6,0.0,1,0,SHELBY,234.0,Russia Local School District,Russia,427.0,8/19/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-29,8/26/20,Required for all staff,Required for all students,9/9/20,427.0,457.0,457.0,8421.0
2091,Russia High School,3904981,7,12,0.0,3,0,SHELBY,223.0,Russia Local School District,Russia,427.0,8/19/20,On Premises,On Premises,Required for all staff,Required for all students,2021-01-29,8/26/20,Required for all staff,Required for all students,9/9/20,427.0,457.0,457.0,8421.0
2092,St Clairsville Middle School,3904599,5,8,0.0,2,0,BELMONT,547.0,Saint Clairsville-Richland City Sch Dist,Saint Clairsville,1758.0,,Pending,Online Only,Pending,Pending,,,Not Required,Required for all students,9/1/20,1758.0,1755.0,1758.0,11695.0
2093,St Clairsville High School,3904599,9,12,0.0,3,0,BELMONT,573.0,Saint Clairsville-Richland City Sch Dist,Saint Clairsville,1758.0,,Pending,Online Only,Pending,Pending,,,Not Required,Required for all students,9/1/20,1758.0,1755.0,1758.0,11695.0
2094,St Clairsville Elementary School,3904599,PK,4,0.0,1,0,BELMONT,635.0,Saint Clairsville-Richland City Sch Dist,Saint Clairsville,1758.0,,Pending,Online Only,Pending,Pending,,,Not Required,Required for all students,9/1/20,1758.0,1755.0,1758.0,11695.0
2095,St Henry High School,3904858,9,12,0.0,3,0,MERCER,304.0,Saint Henry Consolidated Local Schl Dist,Saint Henry,940.0,8/26/20,On Premises,On Premises,Not required,Not required,2021-01-13,8/26/20,Not required,Not required,9/24/20,940.0,993.0,993.0,7906.0
2096,St Henry Elementary School,3904858,KG,4,0.0,1,0,MERCER,400.0,Saint Henry Consolidated Local Schl Dist,Saint Henry,940.0,8/26/20,On Premises,On Premises,Not required,Not required,2021-01-13,8/26/20,Not required,Not required,9/24/20,940.0,993.0,993.0,7906.0
2097,St Henry Middle School,3904858,5,8,0.0,2,0,MERCER,289.0,Saint Henry Consolidated Local Schl Dist,Saint Henry,940.0,8/26/20,On Premises,On Premises,Not required,Not required,2021-01-13,8/26/20,Not required,Not required,9/24/20,940.0,993.0,993.0,7906.0
2098,Buckeye Elementary School,3910006,KG,2,0.0,1,0,COLUMBIANA,456.0,Salem City School District,Salem,2228.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/1/20,2228.0,2115.0,2228.0,17041.0
2099,Reilly Elementary School,3910006,3,4,0.0,1,0,COLUMBIANA,357.0,Salem City School District,Salem,2228.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/1/20,2228.0,2115.0,2228.0,17041.0
2100,Salem Junior High School,3910006,7,8,0.0,2,0,COLUMBIANA,351.0,Salem City School District,Salem,2228.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/1/20,2228.0,2115.0,2228.0,17041.0
2101,Salem High School,3910006,9,12,0.0,3,0,COLUMBIANA,623.0,Salem City School District,Salem,2228.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/1/20,2228.0,2115.0,2228.0,17041.0
2102,Southeast Elementary School,3910006,5,6,0.0,2,0,COLUMBIANA,328.0,Salem City School District,Salem,2228.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-21,9/9/20,Required for all staff,Required for all students,10/1/20,2228.0,2115.0,2228.0,17041.0
2103,Sandusky Middle School,3904474,7,8,,2,0,ERIE,492.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2104,Hancock Elementary School,3904474,PK,6,,1,0,ERIE,438.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2105,Mills Elementary School,3904474,PK,6,,1,0,ERIE,378.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2106,Ontario Elementary School,3904474,KG,6,,1,0,ERIE,393.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2107,Osborne Elementary School,3904474,KG,6,,1,0,ERIE,379.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2108,Sandusky High School,3904474,9,12,,3,0,ERIE,852.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2109,Venice Heights Elementary School,3904474,KG,6,,1,0,ERIE,295.0,Sandusky City School District,Sandusky,3243.0,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-19,9/9/20,Required for all staff,Required for all students,11/19/20,3243.0,3227.0,3243.0,14910.0
2110,Sandy Valley High School,3904994,9,12,0.0,3,0,TUSCARAWAS,416.0,Sandy Valley Local Schools,Magnolia,1480.0,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-29,8/26/20,Required for all staff,Required for all students,12/29/20,1480.0,1352.0,1480.0,10242.0
2111,Sandy Valley Elementary School,3904994,PK,5,0.0,1,0,TUSCARAWAS,595.0,Sandy Valley Local Schools,Magnolia,1480.0,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-29,8/26/20,Required for all staff,Required for all students,12/29/20,1480.0,1352.0,1480.0,10242.0
2112,Sandy Valley Middle School,3904994,5,8,0.0,2,0,TUSCARAWAS,341.0,Sandy Valley Local Schools,Magnolia,1480.0,8/19/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-29,8/26/20,Required for all staff,Required for all students,12/29/20,1480.0,1352.0,1480.0,10242.0
2113,Jasper Elementary School,3904913,PK,3,0.0,1,0,PIKE,385.0,Scioto Valley Local School District,Piketon,1300.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/9/20,1300.0,1180.0,1300.0,5135.0
2114,Zahns Middle School,3904913,4,6,0.0,2,0,PIKE,303.0,Scioto Valley Local School District,Piketon,1300.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/9/20,1300.0,1180.0,1300.0,5135.0
2115,Piketon Jr/Sr High School,3904913,7,12,0.0,3,0,PIKE,492.0,Scioto Valley Local School District,Piketon,1300.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2020-10-16,8/26/20,Required for all staff,Required for all students,9/9/20,1300.0,1180.0,1300.0,5135.0
2116,B L Miller Elementary School,3904835,KG,6,0.0,1,0,MAHONING,238.0,Sebring Local School District,Sebring,430.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-29,8/26/20,Required for all staff,Required for all students,9/22/20,430.0,467.0,467.0,23873.0
2117,Mckinley High School,3904835,4,12,0.0,4,0,MAHONING,229.0,Sebring Local School District,Sebring,430.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2021-01-29,8/26/20,Required for all staff,Required for all students,9/22/20,430.0,467.0,467.0,23873.0
2118,Seneca East Elementary,3904968,KG,5,0.0,1,0,SENECA,394.0,Seneca East Local School District,Attica,856.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-22,8/26/20,Required for all staff,Required for all students,10/22/20,856.0,921.0,921.0,7535.0
2119,Seneca East High School,3904968,9,12,0.0,3,0,SENECA,311.0,Seneca East Local School District,Attica,856.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-22,8/26/20,Required for all staff,Required for all students,10/22/20,856.0,921.0,921.0,7535.0
2120,Seneca East Middle School,3904968,6,8,0.0,2,0,SENECA,216.0,Seneca East Local School District,Attica,856.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-22,8/26/20,Required for all staff,Required for all students,10/22/20,856.0,921.0,921.0,7535.0
2121,Jefferson Ave Elementary School,3904600,PK,2,0.0,1,0,BELMONT,215.0,Shadyside Local School District,Shadyside,812.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,812.0,838.0,838.0,11695.0
2122,Leona Ave Middle School,3904600,3,6,0.0,1,0,BELMONT,256.0,Shadyside Local School District,Shadyside,812.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,812.0,838.0,838.0,11695.0
2123,Shadyside High School,3904600,7,12,0.0,3,0,BELMONT,367.0,Shadyside Local School District,Shadyside,812.0,8/25/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,812.0,838.0,838.0,11695.0
