"","nchs_urban_rural_status","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"1","Noncore","2020-02-05",NA,NA,NA,NA,NA,NA
"2","Noncore","2020-02-06",NA,NA,NA,5,0.126589039921449,18.4443972705697
"3","Noncore","2020-02-07",NA,NA,NA,5,0.126589039921449,18.4443972705697
"4","Noncore","2020-02-08",NA,NA,NA,5,0.126589039921449,18.4443972705697
"5","Noncore","2020-02-09",NA,NA,NA,5,0.126589039921449,18.4443972705697
"6","Noncore","2020-02-10",NA,NA,NA,5,0.126589039921449,18.4443972705697
"7","Noncore","2020-02-11",NA,NA,NA,5,0.126589039921449,18.4443972705697
"8","Noncore","2020-02-12",NA,NA,NA,5,0.126589039921449,18.4443972705697
"9","Noncore","2020-02-13",NA,NA,NA,5,0.126589039921449,18.4443972705697
"10","Noncore","2020-02-14",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"11","Noncore","2020-02-15",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"12","Noncore","2020-02-16",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"13","Noncore","2020-02-17",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"14","Noncore","2020-02-18",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"15","Noncore","2020-02-19",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"16","Noncore","2020-02-20",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"17","Noncore","2020-02-21",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"18","Noncore","2020-02-22",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"19","Noncore","2020-02-23",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"20","Noncore","2020-02-24",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"21","Noncore","2020-02-25",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"22","Noncore","2020-02-26",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"23","Noncore","2020-02-27",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"24","Noncore","2020-02-28",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"25","Noncore","2020-02-29",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"26","Noncore","2020-03-01",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"27","Noncore","2020-03-02",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"28","Noncore","2020-03-03",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"29","Noncore","2020-03-04",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"30","Noncore","2020-03-05",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"31","Noncore","2020-03-06",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"32","Noncore","2020-03-07",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"33","Noncore","2020-03-08",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"34","Noncore","2020-03-09",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"35","Noncore","2020-03-10",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"36","Noncore","2020-03-11",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"37","Noncore","2020-03-12",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"38","Noncore","2020-03-13",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"39","Noncore","2020-03-14",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"40","Noncore","2020-03-15",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"41","Noncore","2020-03-16",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"42","Noncore","2020-03-17",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"43","Noncore","2020-03-18",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"44","Noncore","2020-03-19",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"45","Noncore","2020-03-20",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"46","Noncore","2020-03-21",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"47","Noncore","2020-03-22",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"48","Noncore","2020-03-23",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"49","Noncore","2020-03-24",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"50","Noncore","2020-03-25",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"51","Noncore","2020-03-26",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"52","Noncore","2020-03-27",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"53","Noncore","2020-03-28",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"54","Noncore","2020-03-29",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"55","Noncore","2020-03-30",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"56","Noncore","2020-03-31",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"57","Noncore","2020-04-01",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"58","Noncore","2020-04-02",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"59","Noncore","2020-04-03",5,0.126589039921449,18.4443972705697,45,20.5768654868917,78.8159461009666
"60","Noncore","2020-04-04",5,0.126589039921449,18.4443972705697,76.2529632079719,45.1923386573682,115.30569301245
"61","Noncore","2020-04-05",5,0.126589039921449,18.4443972705697,52.6861634528013,32.1820773850471,78.1621720528347
"62","Noncore","2020-04-06",5,0.126589039921449,18.4443972705697,32.3117741799664,20.2496168510365,47.1468892054272
"63","Noncore","2020-04-07",5,0.126589039921449,18.4443972705697,20.7059525559387,13.2666945020755,29.7745497218549
"64","Noncore","2020-04-08",15,3.09336061447801,36.1234383386198,14.3086938528762,9.34691388191788,20.3100526662027
"65","Noncore","2020-04-09",14.9998571321832,3.09333115169951,36.1230942801685,17.7481007113845,13.0406368351305,23.1697881416949
"66","Noncore","2020-04-10",19.9942301470617,5.44775477739954,43.8237188796411,14.4926292012735,10.8873090995491,18.6056655297069
"67","Noncore","2020-04-11",19.9581115748764,5.43791368210714,43.7445535333316,11.8864794248347,9.09221491453244,15.0494313429359
"68","Noncore","2020-04-12",19.8307902043659,5.40322289384663,43.4654882276118,9.84467704466996,7.64477693474892,12.3185331451691
"69","Noncore","2020-04-13",19.5108142555842,5.31604021710401,42.7641590979319,8.26787146052728,6.50320538455869,10.2411614209058
"70","Noncore","2020-04-14",23.5944028005161,7.66103836592195,48.3288337049357,7.39614967381884,5.91596505473402,9.03911112539698
"71","Noncore","2020-04-15",22.2891856097193,7.23723789684051,45.6553341848943,6.64931473926961,5.39214632103663,8.03624052952828
"72","Noncore","2020-04-16",20.4651237247766,6.64496996785287,41.9190758760815,6.06503741916876,4.98002681586191,7.25538226694949
"73","Noncore","2020-04-17",18.2502197892015,5.92579668888771,37.3822488633429,5.27474066538343,4.35483939030333,6.2814741638755
"74","Noncore","2020-04-18",22.2077276558458,8.92865831040405,41.4316060600983,4.48747302852697,3.71126245863959,5.3362939120058
"75","Noncore","2020-04-19",18.9356740996118,7.61312307736701,35.3271348575371,4.10015410585308,3.41553786745835,4.84637749804197
"76","Noncore","2020-04-20",15.9579387443948,6.41591902580601,29.7717552121955,3.91863023426402,3.29642372243685,4.59383147673746
"77","Noncore","2020-04-21",17.2045801834656,7.86702960430251,30.1332280984395,3.70240366410333,3.13721650924011,4.31371029055282
"78","Noncore","2020-04-22",14.4275913816163,6.59721349243011,25.2694281044497,3.48844384695601,2.9734605410699,4.0439502106187
"79","Noncore","2020-04-23",12.1406966949422,5.55149961797726,21.2640110297056,2.88157206750942,2.44168823362082,3.35735057770785
"80","Noncore","2020-04-24",9.13057931943529,3.9419360807275,16.4609226735611,2.55815392373555,2.16640459608418,2.98198015957645
"81","Noncore","2020-04-25",7.77467503413851,3.35655284958386,14.016451757514,2.27768803728593,1.92665433534589,2.65766503336012
"82","Noncore","2020-04-26",6.66524876517315,2.87758133139853,12.016339893135,2.06158847845641,1.7428337013453,2.40671742702563
"83","Noncore","2020-04-27",7.19276952539724,3.44921256759758,12.2887053612769,1.92231496832291,1.62699819460134,2.24189642821925
"84","Noncore","2020-04-28",6.25434942073491,2.99920365138546,10.6854330569753,1.73674014646365,1.46645773089692,2.02954511641331
"85","Noncore","2020-04-29",5.47858159134099,2.62719282339558,9.3600489680624,1.55864209999858,1.31115836046447,1.82720458729029
"86","Noncore","2020-04-30",4.835071035168,2.3186044987042,8.26062383094951,1.37580322401188,1.15030613348368,1.62118396199404
"87","Noncore","2020-05-01",4.72895698109146,2.36067828663067,7.9061093263325,1.21808183792935,1.01154334594825,1.44352242615452
"88","Noncore","2020-05-02",3.85037032775801,1.84640223456545,6.5782820264922,1.09039473797568,0.899441197491065,1.29945559723018
"89","Noncore","2020-05-03",3.47272194195217,1.66530515452485,5.93307718196835,0.978611000572366,0.801206503639153,1.17349216641053
"90","Noncore","2020-05-04",3.46827836264383,1.73135206249953,5.7984430856224,0.843759038780661,0.681843190815828,1.02266542396279
"91","Noncore","2020-05-05",2.88065846794837,1.38138770546178,4.92154837355642,0.74714842142164,0.596795622119817,0.914137990222683
"92","Noncore","2020-05-06",2.38267634304923,1.08951134688273,4.17317533844036,0.6588075994346,0.519065456587586,0.814954964521997
"93","Noncore","2020-05-07",2.20195318774539,1.00687321228154,3.85664497249316,0.628357395413147,0.492531892559702,0.780472254342235
"94","Noncore","2020-05-08",2.04565942667196,0.935405752324906,3.58290184696691,0.602173188011847,0.469423541879942,0.751201727780464
"95","Noncore","2020-05-09",1.91001986048207,0.873382705476249,3.34533383056735,0.622637786827443,0.487175721402929,0.774464890234813
"96","Noncore","2020-05-10",1.79204311717225,0.81943622597252,3.13870163852569,0.681488298811633,0.538688220237464,0.840823657410816
"97","Noncore","2020-05-11",1.31392635261552,0.528266539888484,2.45131243849787,0.708927287781728,0.562135249170725,0.872490736091875
"98","Noncore","2020-05-12",1.06662451832667,0.391432399589323,2.07428818063053,0.721012255942666,0.571717877326606,0.887363943750981
"99","Noncore","2020-05-13",1.01482006437342,0.372421078011841,1.97354291864478,0.780568033963254,0.62349002163394,0.955026971002007
