"","major_teaching_start","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"726","Hybrid","2021-01-18",0.364112849424287,0.337371797308784,0.391859249619605,0.945295056005223,0.938531872271694,0.952082185343407
"727","Hybrid","2021-01-19",0.342117150740661,0.316081812739498,0.369168165003407,0.921437173477295,0.914750107588882,0.928148256346726
"728","Hybrid","2021-01-20",0.32200314552215,0.296604457969284,0.348430329618607,0.90788319062428,0.901235518218327,0.91455495299584
"729","Hybrid","2021-01-21",0.321330514164925,0.295772918505696,0.34793206036951,0.893193166196752,0.886588608247092,0.899821894589103
"730","Hybrid","2021-01-22",0.325259561124386,0.299324031025634,0.352257271693355,0.857598041314161,0.851114314357984,0.864106031238081
"731","Hybrid","2021-01-23",0.326021233324656,0.299802682825896,0.353323127663911,0.836633392112203,0.83021501289009,0.843076144829879
"732","Hybrid","2021-01-24",0.323969555988877,0.297550400063825,0.351496325156952,0.817603589322587,0.811241352620933,0.823990333738733
"733","Hybrid","2021-01-25",0.320643877144527,0.294045633882718,0.348377290310169,0.793511042178322,0.787222786056297,0.799823968022815
"734","Hybrid","2021-01-26",0.317095461332078,0.290296852109102,0.345060268377022,0.768783865439176,0.762570385183644,0.775022208857077
"735","Hybrid","2021-01-27",0.310676273143357,0.283773690425667,0.338779732337059,0.761398706462274,0.755186907718914,0.767635596890735
"736","Hybrid","2021-01-28",0.312133408928886,0.284747216767597,0.340758986752203,0.749072469069505,0.742878852820031,0.755291442191028
"737","Hybrid","2021-01-29",0.316069791951596,0.288049752161951,0.345371717424407,0.734074023556887,0.727906523358792,0.740267182663619
"738","Hybrid","2021-01-30",0.312139076171876,0.283807834184881,0.341798837879386,0.71612308557449,0.709991575979919,0.722280593258386
"739","Hybrid","2021-01-31",0.305894663994976,0.27733580549174,0.335832948163862,0.700381692952604,0.694274344143758,0.706515417159309
"740","Hybrid","2021-02-01",0.309827862116037,0.280525014510378,0.340565441938045,0.699950867863623,0.693797454384844,0.706131073541046
"741","Hybrid","2021-02-02",0.316430697293034,0.286213789263756,0.348142141380568,0.698067556616709,0.691870494083247,0.704291867275419
"742","Hybrid","2021-02-03",0.323478798902558,0.292283982882486,0.35623253498143,0.689336386284656,0.683122928500724,0.695577585395001
"743","Hybrid","2021-02-04",0.327489729452451,0.295427374846233,0.361180032982134,0.671263304746636,0.665073961874607,0.677480918055822
"744","Hybrid","2021-02-05",0.318064193937002,0.28579019552148,0.352039854431713,0.67754302899728,0.671262962185815,0.683851932036716
"745","Hybrid","2021-02-06",0.312992888942549,0.280274679717205,0.3474912066251,0.666710257009695,0.660416193312686,0.673033758752572
"746","Hybrid","2021-02-07",0.307947139400962,0.274772816719637,0.342984758961634,0.654723750299279,0.648419669945014,0.661057905945456
"747","Hybrid","2021-02-08",0.299816806353482,0.266355304851143,0.335229525178267,0.641162956008344,0.634855340479579,0.647501320582579
"748","Hybrid","2021-02-09",0.291393276875335,0.257669214087143,0.327161194523029,0.641755001102606,0.635371942657129,0.648169521194313
"749","Hybrid","2021-02-10",0.278140832824181,0.244466567250087,0.313956275621201,0.63122325276238,0.624817840908305,0.63766087884145
"750","Hybrid","2021-02-11",0.261785613140929,0.228406694049963,0.297407701598692,0.615498810814673,0.609096639011655,0.621933990591064
"751","Hybrid","2021-02-12",0.240740533943861,0.208054416371753,0.275776480810849,0.612221668079075,0.605756273444138,0.618720908698909
"752","Hybrid","2021-02-13",0.227469275422351,0.195015078060713,0.262384724146818,0.610699941384355,0.604158965295744,0.617275648326279
"753","Hybrid","2021-02-14",0.223252552775426,0.190391359549239,0.258691324117236,0.609103538978361,0.602484234181599,0.615758507418417
"754","Hybrid","2021-02-15",0.2138185397986,0.180970540185785,0.249365493460078,0.605603712436055,0.598913593620744,0.612330475857479
"755","Online_Only","2020-02-05",NA,NA,NA,NA,NA,NA
"756","Online_Only","2020-02-06",NA,NA,NA,5,0.126589039921449,18.4443972705697
"757","Online_Only","2020-02-07",NA,NA,NA,5,0.126589039921449,18.4443972705697
"758","Online_Only","2020-02-08",NA,NA,NA,5,0.126589039921449,18.4443972705697
"759","Online_Only","2020-02-09",NA,NA,NA,5,0.126589039921449,18.4443972705697
"760","Online_Only","2020-02-10",NA,NA,NA,5,0.126589039921449,18.4443972705697
"761","Online_Only","2020-02-11",NA,NA,NA,5,0.126589039921449,18.4443972705697
"762","Online_Only","2020-02-12",NA,NA,NA,5,0.126589039921449,18.4443972705697
"763","Online_Only","2020-02-13",NA,NA,NA,5,0.126589039921449,18.4443972705697
"764","Online_Only","2020-02-14",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"765","Online_Only","2020-02-15",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"766","Online_Only","2020-02-16",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"767","Online_Only","2020-02-17",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"768","Online_Only","2020-02-18",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"769","Online_Only","2020-02-19",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"770","Online_Only","2020-02-20",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"771","Online_Only","2020-02-21",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"772","Online_Only","2020-02-22",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"773","Online_Only","2020-02-23",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"774","Online_Only","2020-02-24",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"775","Online_Only","2020-02-25",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"776","Online_Only","2020-02-26",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
"777","Online_Only","2020-02-27",5,0.126589039921449,18.4443972705697,5,0.126589039921449,18.4443972705697
