"","major_teaching_start","date","R.deaths","R.deaths.q2.5","R.deaths.q97.5","R.cases","R.cases.q2.5","R.cases.q97.5"
"154","On_Premises","2020-07-07",1.59346875431431,0.517394967141647,3.26393030975901,1.54953022427243,1.26477679105306,1.86276160024592
"155","On_Premises","2020-07-08",1.95615805617743,0.717875530469485,3.80418363318676,1.60083104363782,1.31062929257888,1.91962147202213
"156","On_Premises","2020-07-09",1.65941683774286,0.538808130321776,3.3990129386403,1.66957497799635,1.37346348981649,1.99416061464029
"157","On_Premises","2020-07-10",1.68045334173543,0.545638625907297,3.44210238285237,1.69490624572506,1.39808864642929,2.01986980593531
"158","On_Premises","2020-07-11",1.69276906087856,0.549637506389976,3.46732888879352,1.73704708042936,1.43899947978546,2.06272917187065
"159","On_Premises","2020-07-12",1.35706482875647,0.369754491656954,2.97443948176278,1.7668635187686,1.46958566125568,2.09111745413649
"160","On_Premises","2020-07-13",1.35324422685466,0.368713506227155,2.96606541672178,1.81336359242832,1.51614942180735,2.13678520445399
"161","On_Premises","2020-07-14",1.67927722044045,0.545256742524191,3.43969331274525,1.74123423188467,1.45479662931165,2.05303030328236
"162","On_Premises","2020-07-15",1.32855697764187,0.361987061705379,2.91195545292445,1.8092429563838,1.52196840337896,2.1209853303912
"163","On_Premises","2020-07-16",1.30981335972512,0.356880056669393,2.87087284877669,1.92854830722001,1.6368914851422,2.24376359288881
"164","On_Premises","2020-07-17",1.28842855983908,0.351053418439961,2.82400125374101,1.98422237169441,1.69385297937564,2.29722485186363
"165","On_Premises","2020-07-18",1.58200185864484,0.513671697330389,3.24044246399292,2.08502907089894,1.7931038170916,2.39864728861901
"166","On_Premises","2020-07-19",1.55301884778297,0.504260992594608,3.18107604882851,2.26687569794131,1.96856572821404,2.58592316454588
"167","On_Premises","2020-07-20",1.52472535570185,0.495074172730086,3.1231219872114,2.38923368805374,2.08978207446382,2.70844301426488
"168","On_Premises","2020-07-21",1.49798591761627,0.486391949967812,3.06835112195459,2.49485178556026,2.19630359018272,2.81214864003133
"169","On_Premises","2020-07-22",1.17869180029461,0.321153844829593,2.58347821956226,2.62832145889196,2.32996654795196,2.94439013936307
"170","On_Premises","2020-07-23",1.4511432939361,0.471182277563375,2.9724025451128,2.74450370103489,2.44838580100564,3.05728099225103
"171","On_Premises","2020-07-24",1.71765308141392,0.630348408242694,3.34035775850158,2.8572063576566,2.56445467933978,3.16555256098867
"172","On_Premises","2020-07-25",1.41397798640644,0.459114803371582,2.89627618657007,2.853929857993,2.57124859931702,3.15114114410533
"173","On_Premises","2020-07-26",1.39875692828699,0.454172567231554,2.86509862327729,2.87620174005184,2.60254073327811,3.16334649773116
"174","On_Premises","2020-07-27",1.38544166890065,0.44984913875263,2.83782474132905,2.79227602868043,2.53278672805459,3.06423827080672
"175","On_Premises","2020-07-28",1.09895983675042,0.299429568270079,2.40872024536759,2.69326372475193,2.44827215022826,2.9497700545926
"176","On_Premises","2020-07-29",1.90845106621848,0.767296309485568,3.56048101750404,2.59692118921969,2.36573124394416,2.83873445752207
"177","On_Premises","2020-07-30",1.89497596372363,0.761878619403149,3.5353413387923,2.41272177493128,2.19860649863853,2.63664333305065
"178","On_Premises","2020-07-31",2.15128390044199,0.928771694583447,3.87840866336646,2.28395171449001,2.08356066774249,2.4934116302747
"179","On_Premises","2020-08-01",1.87028200219579,0.751950366128918,3.48927131749431,2.18051603060771,1.99188527650162,2.37755810659127
"180","On_Premises","2020-08-02",1.85826373222302,0.747118398278269,3.46684956256503,2.00881621769448,1.8341674407096,2.19129369632159
"181","On_Premises","2020-08-03",2.6367721853419,1.2644347531865,4.50487345327354,1.85799457351329,1.69564015982402,2.02766516921545
"182","On_Premises","2020-08-04",2.61716859011185,1.25503406728952,4.47138109612887,1.70452503060516,1.55388828352375,1.86203070846534
"183","On_Premises","2020-08-05",2.5947782199237,1.24429701447927,4.43312758874197,1.58110711487159,1.44020094788649,1.72849517369299
"184","On_Premises","2020-08-06",2.31161824309065,1.05701905878047,4.04871953007652,1.46430213111161,1.33226107186641,1.60249262179057
"185","On_Premises","2020-08-07",2.53705646389463,1.216617188841,4.33451110307923,1.36890679857667,1.24424736713502,1.49943208078237
"186","On_Premises","2020-08-08",2.49946908281425,1.19859257860599,4.27029380127803,1.30095769479374,1.18195928123457,1.42558169497133
"187","On_Premises","2020-08-09",2.7003974297939,1.34802866747932,4.51466092625996,1.17680687374725,1.06577142551652,1.29326529488647
"188","On_Premises","2020-08-10",3.12393894804508,1.66336592178188,5.03713168805841,1.14853757396098,1.04055303720215,1.26177646652552
"189","On_Premises","2020-08-11",3.51603869671594,1.96790016778257,5.50602778903799,1.11549663397051,1.01049482940092,1.22561399216203
"190","On_Premises","2020-08-12",3.18996004046789,1.74398083813759,5.06529104733623,1.06697557175824,0.965456403229726,1.17349676522527
"191","On_Premises","2020-08-13",3.09050034390155,1.68960529650753,4.90736044500982,1.05257565882499,0.952667394355507,1.1573941371995
"192","On_Premises","2020-08-14",3.19782481027436,1.78979827114985,5.00771288049002,1.02661751811989,0.928701701850578,1.12937009923923
"193","On_Premises","2020-08-15",3.28425477763349,1.8772353760411,5.07832387677347,0.991608395080376,0.89598221632172,1.09201336683199
"194","On_Premises","2020-08-16",3.15326221834138,1.80236181020938,4.87577484005955,0.992377472467167,0.897148234484893,1.09234103215916
"195","On_Premises","2020-08-17",2.45341321331247,1.30633920794999,3.95595613301312,0.995374455648063,0.9003231896416,1.09512698176664
"196","On_Premises","2020-08-18",2.52417581513309,1.37999040672521,4.00810198124643,1.00512919725736,0.909838798758993,1.10509695569411
"197","On_Premises","2020-08-19",2.75037517348857,1.5720770532846,4.25280523567551,1.02854587308712,0.932295235441502,1.12945690564193
"198","On_Premises","2020-08-20",3.10886920838585,1.87174234858946,4.65475610227685,1.057710078149,0.960197956180352,1.1598702091641
"199","On_Premises","2020-08-21",2.64480785483521,1.5406980396614,4.04235506695257,1.05537531578302,0.958078439596085,1.15730994111927
"200","On_Premises","2020-08-22",3.25256107614969,2.03836270982179,4.74589033201996,1.07759712600276,0.979357262328523,1.18046502934927
"201","On_Premises","2020-08-23",3.23128184208486,2.04835550530038,4.67949521328172,1.16049119491852,1.05856672236509,1.26703329980496
"202","On_Premises","2020-08-24",2.93821461313764,1.84136345502942,4.28721982444578,1.16920410923526,1.06703726206356,1.27597490423077
"203","On_Premises","2020-08-25",2.54093168418925,1.55206708425357,3.76958059684907,1.181387960381,1.07888264276491,1.28847848331909
"204","On_Premises","2020-08-26",2.29801904397458,1.38355758128067,3.44071025543172,1.21122014950539,1.10766991212574,1.31933120845912
"205","On_Premises","2020-08-27",2.30458466279284,1.40770018346152,3.41894970365242,1.23423555911371,1.1300258093474,1.34297572297438
"206","On_Premises","2020-08-28",2.1971037835328,1.34204807013468,3.25949723213892,1.2337404034505,1.12996505215769,1.34200952077341
"207","On_Premises","2020-08-29",1.99117862861546,1.19881960705607,2.98129327771988,1.22210033340916,1.11930407978895,1.32934795536284
"208","On_Premises","2020-08-30",1.90081370756537,1.14441402154602,2.84599435084477,1.18363560320789,1.08302851892954,1.28864710976778
"209","On_Premises","2020-08-31",1.91157031792083,1.16763681138783,2.83589614974091,1.17034513271843,1.07086771662597,1.27417751596942
"210","On_Premises","2020-09-01",1.7366710681688,1.04558943010322,2.6002316953062,1.1500623497742,1.05202603537817,1.25240352601353
"211","On_Premises","2020-09-02",1.66286688130742,1.00115448839547,2.48972833664449,1.11218233689189,1.01635107940778,1.21226916468471
"212","On_Premises","2020-09-03",1.34281253076208,0.767533384835091,2.07634224465172,1.08880538386075,0.994521785675367,1.18729760975756
"213","On_Premises","2020-09-04",1.28994321006198,0.737313999968428,1.99459233429503,1.08858108341979,0.9947834293507,1.18654400174777
"214","On_Premises","2020-09-05",1.0088245762727,0.537156599132049,1.62665862724855,1.06956375747188,0.977038586684564,1.16621476127592
"215","On_Premises","2020-09-06",0.898331351102517,0.464180917919255,1.47341602084219,1.0150398372457,0.925336080190016,1.10883402316253
"216","On_Premises","2020-09-07",0.868704182598458,0.448872127621907,1.42482243154745,0.99674368807348,0.908195532100178,1.08935172632029
"217","On_Premises","2020-09-08",0.842272169251036,0.435214320618953,1.38146943949011,0.971417731660213,0.884291946619221,1.06257832360534
"218","On_Premises","2020-09-09",0.750735706513038,0.374764559806722,1.25511790329368,0.934973172951377,0.849735717474369,1.02422612998505
"219","On_Premises","2020-09-10",0.665670125973577,0.319214699744674,1.137284326574,0.89177442265065,0.808709495280763,0.978841732653894
"220","On_Premises","2020-09-11",0.651415693401074,0.312379145261878,1.11293090869273,0.896713589929368,0.813476704497087,0.983946621751778
"221","On_Premises","2020-09-12",0.703663365077845,0.351266216562906,1.17641998340963,0.890499783408221,0.807553583166413,0.977442645560928
"222","On_Premises","2020-09-13",0.819611739145675,0.436408732264259,1.32156624435279,0.902552045297782,0.818964857123969,0.990142562559546
"223","On_Premises","2020-09-14",0.810816213773636,0.431725485436669,1.30738407872745,0.888250617410798,0.805225524718232,0.975290816042389
"224","On_Premises","2020-09-15",0.929016010215287,0.519963208619673,1.45481560640509,0.891818851272971,0.808460234526102,0.97920870323217
"225","On_Premises","2020-09-16",0.802508627525728,0.427302045642596,1.29398868059818,0.919720333932898,0.834833580208521,1.00865811109932
"226","On_Premises","2020-09-17",0.926266636541443,0.518424405045325,1.45051015667703,0.924759050700049,0.839407242226397,1.01418407627505
"227","On_Premises","2020-09-18",0.991666995235179,0.566823371129951,1.53337865685919,0.919270535527238,0.83393981554453,1.00869792547609
"228","On_Premises","2020-09-19",0.935963051961625,0.523851415149078,1.4656944983077,0.918154889968756,0.83263273625765,1.00779782477988
"229","On_Premises","2020-09-20",0.88177751661134,0.482075973668049,1.40016166471436,0.910476672547562,0.825075356463406,1.00002323614735
"230","On_Premises","2020-09-21",0.89198061314127,0.487654101485367,1.4163630129609,0.909319742938464,0.823725388790183,0.999084144546174
"231","On_Premises","2020-09-22",0.903763028742955,0.494095657735488,1.43507213893931,0.934746186907937,0.847678625703388,1.0260089927955
"232","On_Premises","2020-09-23",1.04763820893649,0.598815755860762,1.61992491170126,0.942561231130678,0.854867029011853,1.03447575366659
"233","On_Premises","2020-09-24",1.06319372156698,0.607707075377531,1.64397783589729,0.992823540077632,0.902511774440871,1.08738001447866
"234","On_Premises","2020-09-25",1.01160391939561,0.566187034450875,1.58414618613111,1.02284001627915,0.930905120626437,1.11904201493954
"235","On_Premises","2020-09-26",1.09472412533684,0.625729425464597,1.69273215404558,1.0364229298045,0.943665283711735,1.13346658812468
"236","On_Premises","2020-09-27",1.04044137006386,0.582327136680546,1.62930490548557,1.06717469219662,0.972863537292057,1.16578637009611
"237","On_Premises","2020-09-28",1.05365705963011,0.589723857808525,1.65000034153724,1.07176360144128,0.977145176495745,1.17069187338253
"238","On_Premises","2020-09-29",1.06564505559637,0.596433448148193,1.66877324042108,1.08639893546777,0.991079661210529,1.18603196539917
"239","On_Premises","2020-09-30",1.29139834190499,0.765364501963808,1.95278418705329,1.11108667377443,1.0146811776853,1.21180452169093
"240","On_Premises","2020-10-01",1.22972851766255,0.716362178452646,1.87953136000461,1.09570495308238,1.0000576733101,1.1956578147874
"241","On_Premises","2020-10-02",1.23785685160479,0.721097232512476,1.89195480008068,1.09958566566028,1.00389017226067,1.19957526746322
"242","On_Premises","2020-10-03",1.24400766662449,0.724680308926081,1.90135577725009,1.13181287121988,1.03486274139372,1.23304182713208
"243","On_Premises","2020-10-04",1.3216157412519,0.783273247895506,1.99847733819323,1.15379006822978,1.05609440939555,1.25574561940569
"244","On_Premises","2020-10-05",1.25045194967836,0.728434341284226,1.91120529437402,1.15656377340311,1.05900445888495,1.25836018784276
"245","On_Premises","2020-10-06",1.32442591431319,0.784938734551088,2.00272673308471,1.22713433379875,1.12688639302171,1.33159289922809
"246","On_Premises","2020-10-07",1.24945451028789,0.727853296082483,1.909680796416,1.29090593539906,1.1884034568496,1.39758802074016
"247","On_Premises","2020-10-08",1.4663178279407,0.895665023173226,2.1753450781117,1.33409210043553,1.23030949353071,1.44201713432993
"248","On_Premises","2020-10-09",1.38779038483189,0.835540468299014,2.07786990364621,1.39545276173866,1.28982435324019,1.50517902999382
"249","On_Premises","2020-10-10",1.2355964012685,0.719780436891387,1.88849990151261,1.4585584233278,1.35120896284371,1.56995278101571
"250","On_Premises","2020-10-11",1.15592754631469,0.660712468734206,1.78736878096282,1.46555072424184,1.35875482940097,1.57632928024213
"251","On_Premises","2020-10-12",1.21957019915378,0.710444583575531,1.86400526792174,1.5137381500385,1.40612313532107,1.62526476321868
"252","On_Premises","2020-10-13",1.0675870962461,0.59752039355753,1.67181442702544,1.56809026421764,1.45961919304878,1.68039380881081
"253","On_Premises","2020-10-14",0.846658535942075,0.437480820295802,1.38866382600231,1.63345705653046,1.52394674271016,1.74671313045999
"254","On_Premises","2020-10-15",0.768891898670474,0.383828065515344,1.28547234312482,1.72351400729389,1.6123728620773,1.83830683040757
"255","On_Premises","2020-10-16",0.830653498490404,0.429210783892719,1.36241284570809,1.78421483679433,1.67266195842314,1.89931770812805
"256","On_Premises","2020-10-17",0.753934883524642,0.376361577444349,1.26046644913776,1.81289642170686,1.70215176411215,1.92708189378438
"257","On_Premises","2020-10-18",0.67877179294594,0.32549745831465,1.15966826708488,1.8292443933661,1.71984913193403,1.94196490357909
"258","On_Premises","2020-10-19",0.739850388687063,0.369330648367561,1.2369192787073,1.85622216160758,1.7479899145678,1.96765953355153
"259","On_Premises","2020-10-20",0.667110648585913,0.319905486329846,1.13974543114391,1.8192286137684,1.7141394971572,1.92739997882726
"260","On_Premises","2020-10-21",0.728833926955113,0.363831270363046,1.21850140110968,1.83549589231886,1.7320331757005,1.94191756879904
"261","On_Premises","2020-10-22",0.659208928202089,0.316116304268987,1.12624549717534,1.8033140243113,1.70287938271764,1.90658572928127
"262","On_Premises","2020-10-23",0.854350911480699,0.454905878455015,1.37758071476847,1.77075229631591,1.67332033695533,1.87090236830978
"263","On_Premises","2020-10-24",0.985005394318318,0.551300041878451,1.5424935677001,1.78268543120213,1.68697564078281,1.88099874069801
"264","On_Premises","2020-10-25",1.38124525232185,0.85501258119598,2.03163930142821,1.74837535033194,1.65559472237199,1.8436497872877
"265","On_Premises","2020-10-26",1.32085881602606,0.806814879776794,1.95955042595236,1.71044685825877,1.62060834112682,1.80267470997484
"266","On_Premises","2020-10-27",1.39590425625677,0.864086735674402,2.05320086586719,1.6892831196792,1.60185054453936,1.7790062132229
"267","On_Premises","2020-10-28",1.54205726702613,0.977532028083136,2.23318483261713,1.64619755540456,1.56164933368973,1.73294327089223
"268","On_Premises","2020-10-29",1.693501235976,1.09594470823046,2.41900377647378,1.61544262944133,1.53335409746688,1.6996414998267
"269","On_Premises","2020-10-30",1.64436471967001,1.05357550332047,2.36454801943591,1.58210771131507,1.50244180730119,1.66380262684842
"270","On_Premises","2020-10-31",1.73301267995985,1.12151443149298,2.47544207730312,1.54682458362364,1.46952714840807,1.62607536445288
"271","On_Premises","2020-11-01",1.82246253889017,1.19049303725257,2.58684059688653,1.55385347522474,1.47776603697514,1.63182404741061
"272","On_Premises","2020-11-02",2.05233243291434,1.37447924044519,2.8639093138941,1.54121201651317,1.46674823497656,1.61749360393527
"273","On_Premises","2020-11-03",2.4947322722201,1.73767243477136,3.38653434584173,1.55619868727037,1.48262195132288,1.63153215145667
"274","On_Premises","2020-11-04",2.64755263403171,1.86412138533496,3.56626588370117,1.568914116325,1.49623946580736,1.64328795554255
"275","On_Premises","2020-11-05",2.79042634003865,1.98426590907376,3.73187103372358,1.61301087700788,1.54049292079349,1.68717329916759
