SrcName,ncessch,schnam,leaid,gslo,gshi,STUSAB,openEnroll,level,MultiBdy,EXACT_CITY,COUNTY,LEVEL_,ENROLLMENT,SchoolYear,DistrictName,Control,PhysicalCity,PhysicalState,Enrollment_1,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,District_nces,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate
Indian Run Elementary School,3.90E+11,Indian Run Elementary School,3904702,KG,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,693,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Deer Run Elementary School,3.90E+11,Deer Run Elementary School,3904702,KG,5,OH,0,1,0,DUBLIN,DELAWARE,ELEMENTARY,419,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Olde Sawmill Elementary School,3.90E+11,Olde Sawmill Elementary School,3904702,PK,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,458,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Riverside Elementary School,3.90E+11,Riverside Elementary School,3904702,KG,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,391,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Scottish Corners Elementary School,3.90E+11,Scottish Corners Elementary School,3904702,KG,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,632,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Ann Simpson Davis Middle School,3.90E+11,Ann Simpson Davis Middle School,3904702,6,8,OH,0,2,0,DUBLIN,FRANKLIN,MIDDLE,993,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Griffith Thomas Elementary School,3.90E+11,Griffith Thomas Elementary School,3904702,PK,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,798,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Wyandot Elementary School,3.90E+11,Wyandot Elementary School,3904702,PK,5,OH,0,1,0,DUBLIN,FRANKLIN,ELEMENTARY,670,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Albert Chapman Elementary School,3.90E+11,Albert Chapman Elementary School,3904702,PK,5,OH,0,1,0,POWELL,FRANKLIN,ELEMENTARY,681,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Daniel Wright Elementary School,3.90E+11,Daniel Wright Elementary School,3904702,PK,5,OH,0,1,0,COLUMBUS,FRANKLIN,ELEMENTARY,725,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Eli Pinney Elementary School,3.90E+11,Eli Pinney Elementary School,3904702,PK,5,OH,0,1,0,DUBLIN,DELAWARE,ELEMENTARY,726,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Dublin Jerome High School,3.90E+11,Dublin Jerome High School,3904702,9,12,OH,0,3,0,DUBLIN,UNION,HIGH,1715,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Glacier Ridge Elementary School,3.90E+11,Glacier Ridge Elementary,3904702,KG,5,OH,0,1,0,DUBLIN,UNION,ELEMENTARY,701,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Not provided,3.90E+11,Unassigned,3904702,KG,5,OH,0,1,0,NA,NA,NA,NA,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Not provided,3.90E+11,Unassigned,3904702,6,8,OH,0,2,0,NA,NA,NA,NA,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
Not provided,3.90E+11,Unassigned,3904702,9,12,OH,0,3,0,NA,NA,NA,NA,2020-2021,Dublin City School District,Public,Dublin,OH,16246,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/15/21,3904702,9/2/20,Required for all staff,Required for all students,9/3/20
NA,3.90E+11,Caledonia Elementary School,3904390,KG,6,OH,2,1,0,CLEVELAND HEIGHTS,CUYAHOGA,ELEMENTARY,273,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Chambers Elementary School,3904390,KG,6,OH,2,1,0,EAST CLEVELAND,CUYAHOGA,ELEMENTARY,304,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Mayfair Elementary School,3904390,KG,6,OH,2,1,0,EAST CLEVELAND,CUYAHOGA,ELEMENTARY,209,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Shaw High School,3904390,9,12,OH,2,3,0,EAST CLEVELAND,CUYAHOGA,HIGH,813,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Superior Elementary School,3904390,PK,6,OH,2,1,0,EAST CLEVELAND,CUYAHOGA,ELEMENTARY,326,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,Heritage Middle School,3904390,7,8,OH,2,2,0,EAST CLEVELAND,CUYAHOGA,MIDDLE,246,2020-2021,East Cleveland City School District,Public,East Cleveland,OH,1942,8/17/20,Online Only,Online Only,Required for all staff,Required for all students,9/24/20,3904390,8/18/20,Required for all staff,Required for all students,9/24/20
NA,3.90E+11,East Clinton Junior High School,3904640,6,8,OH,0,2,0,SABINA,CLINTON,MIDDLE,314,2020-2021,East Clinton Local School District,Public,Sabina,OH,1444,8/18/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904640,8/18/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,East Clinton High School,3904640,9,12,OH,0,3,0,SABINA,CLINTON,HIGH,347,2020-2021,East Clinton Local School District,Public,Sabina,OH,1444,8/18/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904640,8/18/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,New Vienna Elementary School,3904640,PK,5,OH,0,1,0,NEW VIENNA,CLINTON,ELEMENTARY,294,2020-2021,East Clinton Local School District,Public,Sabina,OH,1444,8/18/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904640,8/18/20,Required for all staff,Required for all students,9/30/20
NA,3.90E+11,Sabina Elementary School,3904640,PK,5,OH,0,1,0,SABINA,CLINTON,ELEMENTARY,346,2020-2021,East Clinton Local School District,Public,Sabina,OH,1444,8/18/20,Hybrid,Hybrid,Required for all staff,Required for all students,1/8/21,3904640,8/18/20,Required for all staff,Required for all students,9/30/20
NA,3.91E+11,Buckeye Trail High School,3906968,9,12,OH,0,3,0,LORE CITY,GUERNSEY,HIGH,279,2020-2021,East Guernsey Local School District,Public,Lore City,OH,1243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3906968,9/9/20,Required for all staff,Required for all students,10/13/20
NA,3.91E+11,Buckeye Trail Middle School,3906968,6,8,OH,0,2,0,LORE CITY,GUERNSEY,MIDDLE,245,2020-2021,East Guernsey Local School District,Public,Lore City,OH,1243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3906968,9/9/20,Required for all staff,Required for all students,10/13/20
NA,3.91E+11,Buckeye Trail Elementary,3906968,KG,5,OH,0,1,0,LORE CITY,GUERNSEY,ELEMENTARY,490,2020-2021,East Guernsey Local School District,Public,Lore City,OH,1243,9/8/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/13/20,3906968,9/9/20,Required for all staff,Required for all students,10/13/20
NA,3.90E+11,Berlin Elementary School,3904768,KG,6,OH,2,1,0,BERLIN,HOLMES,ELEMENTARY,313,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Charm Elementary School,3904768,KG,1,OH,2,1,0,CHARM,HOLMES,ELEMENTARY,37,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Chestnut Ridge Elementary School,3904768,KG,8,OH,2,1,0,BERLIN,HOLMES,ELEMENTARY,237,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Flat Ridge Elementary School,3904768,2,4,OH,2,1,0,CHARM,HOLMES,ELEMENTARY,64,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Hiland High School,3904768,7,12,OH,2,3,0,MILLERSBURG,HOLMES,HIGH,438,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Mt Hope Elementary School,3904768,KG,8,OH,2,1,0,MT. HOPE,HOLMES,ELEMENTARY,89,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Walnut Creek Elementary School,3904768,KG,6,OH,2,1,0,WALNUT CREEK,HOLMES,ELEMENTARY,163,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Winesburg Elementary School,3904768,KG,6,OH,2,1,0,WINESBURG,HOLMES,ELEMENTARY,161,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.90E+11,Wise Elementary School,3904768,5,8,OH,2,2,0,MILLERSBURG,HOLMES,MIDDLE,93,2020-2021,East Holmes Local Schools,Public,Millersburg,OH,1593,8/28/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/11/20,3904768,9/2/20,Required for all staff,Required for all students,9/11/20
NA,3.91E+11,East Knox Junior/Senior High School,3910013,7,12,OH,0,3,0,HOWARD,KNOX,HIGH,421,2020-2021,East Knox Local School District,Public,Howard,OH,950,8/24/20,On Premises,Other,Required for all staff,Required for all students,10/2/20,3910013,8/26/20,Not Required,Required for middle/high school students only,9/1/20
NA,3.91E+11,East Knox Elementary School,3910013,KG,6,OH,0,1,0,HOWARD,KNOX,ELEMENTARY,490,2020-2021,East Knox Local School District,Public,Howard,OH,950,8/24/20,On Premises,Other,Required for all staff,Required for all students,10/2/20,3910013,8/26/20,Not Required,Required for middle/high school students only,9/1/20
Senior High,3.90E+11,East Liverpool High School,3904391,9,12,OH,0,3,0,EAST LIVERPOOL,COLUMBIANA,HIGH,583,2020-2021,East Liverpool City Schools,Public,East Liverpool,OH,2380,9/8/20,Other,Other,Required for all staff,Required for all students,10/1/20,3904391,9/9/20,Required for all staff,Required for all students,10/1/20
East Liverpool Junior,3.90E+11,East Liverpool Junior High,3904391,7,8,OH,0,2,0,EAST LIVERPOOL,COLUMBIANA,MIDDLE,250,2020-2021,East Liverpool City Schools,Public,East Liverpool,OH,2380,9/8/20,Other,Other,Required for all staff,Required for all students,10/1/20,3904391,9/9/20,Required for all staff,Required for all students,10/1/20
LaCroft Elementary,3.90E+11,Lacroft Elementary School,3904391,KG,4,OH,0,1,0,EAST LIVERPOOL,COLUMBIANA,ELEMENTARY,441,2020-2021,East Liverpool City Schools,Public,East Liverpool,OH,2380,9/8/20,Other,Other,Required for all staff,Required for all students,10/1/20,3904391,9/9/20,Required for all staff,Required for all students,10/1/20
North Elementary,3.90E+11,North Elementary School,3904391,KG,4,OH,0,1,0,EAST LIVERPOOL,COLUMBIANA,ELEMENTARY,446,2020-2021,East Liverpool City Schools,Public,East Liverpool,OH,2380,9/8/20,Other,Other,Required for all staff,Required for all students,10/1/20,3904391,9/9/20,Required for all staff,Required for all students,10/1/20
Westagate Middle,3.90E+11,Westgate Middle School,3904391,3,6,OH,0,1,0,EAST LIVERPOOL,COLUMBIANA,MIDDLE,391,2020-2021,East Liverpool City Schools,Public,East Liverpool,OH,2380,9/8/20,Other,Other,Required for all staff,Required for all students,10/1/20,3904391,9/9/20,Required for all staff,Required for all students,10/1/20
NA,3.90E+11,East Muskingum Middle School,3904883,6,8,OH,2,2,0,NEW CONCORD,MUSKINGUM,MIDDLE,485,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,John Glenn High School,3904883,9,12,OH,2,3,0,NEW CONCORD,MUSKINGUM,HIGH,592,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,New Concord Elementary School,3904883,PK,2,OH,2,1,0,NEW CONCORD,MUSKINGUM,ELEMENTARY,256,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Perry Elementary School,3904883,PK,2,OH,2,1,0,ZANESVILLE,MUSKINGUM,ELEMENTARY,110,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Pike Elementary School,3904883,PK,2,OH,2,1,0,CAMBRIDGE,GUERNSEY,ELEMENTARY,117,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,Larry Miller Intermediate Elementary School,3904883,3,5,OH,2,1,0,NEW CONCORD,MUSKINGUM,ELEMENTARY,519,2020-2021,East Muskingum Local School District,Public,New Concord,OH,2266,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,10/2/20,3904883,9/2/20,Required for all staff,Required for all students,10/2/20
NA,3.90E+11,East Palestine Elementary School,3904392,KG,4,OH,0,1,0,EAST PALESTINE,COLUMBIANA,ELEMENTARY,447,2020-2021,East Palestine City School District,Public,East Palestine,OH,1200,8/31/20,Hybrid,Hybrid,Required for all staff,Not required,1/15/21,3904392,9/2/20,Required for all staff,Not required,9/11/20
NA,3.90E+11,East Palestine High School,3904392,9,12,OH,0,3,0,EAST PALESTINE,COLUMBIANA,HIGH,347,2020-2021,East Palestine City School District,Public,East Palestine,OH,1200,8/31/20,Hybrid,Hybrid,Required for all staff,Not required,1/15/21,3904392,9/2/20,Required for all staff,Not required,9/11/20
NA,3.90E+11,East Palestine Middle School,3904392,5,8,OH,0,2,0,EAST PALESTINE,COLUMBIANA,MIDDLE,303,2020-2021,East Palestine City School District,Public,East Palestine,OH,1200,8/31/20,Hybrid,Hybrid,Required for all staff,Not required,1/15/21,3904392,9/2/20,Required for all staff,Not required,9/11/20
NA,3.90E+11,Eastern High School,3904912,9,12,OH,0,3,0,BEAVER,PIKE,HIGH,187,2020-2021,Eastern Local School District,Public,Beaver,OH,950,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/14/20,3904912,8/26/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Eastern Primary Elementary School,3904912,PK,2,OH,0,1,0,BEAVER,PIKE,ELEMENTARY,214,2020-2021,Eastern Local School District,Public,Beaver,OH,950,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/14/20,3904912,8/26/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Eastern Intermediate Elementary School,3904912,3,5,OH,0,1,0,BEAVER,PIKE,ELEMENTARY,191,2020-2021,Eastern Local School District,Public,Beaver,OH,950,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/14/20,3904912,8/26/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Eastern Middle School,3904912,6,8,OH,0,2,0,BEAVER,PIKE,MIDDLE,207,2020-2021,Eastern Local School District,Public,Beaver,OH,950,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,9/14/20,3904912,8/26/20,Required for all staff,Required for all students,9/14/20
NA,3.90E+11,Eastern Elementary School,3904851,KG,8,OH,0,1,0,REEDSVILLE,MEIGS,ELEMENTARY,555,2020-2021,Eastern Local School District,Public,Reedsville,OH,883,9/8/20,On Premises,Hybrid,Required for all staff,Required for all students,11/11/20,3904851,9/9/20,Required for all staff,Required for all students,9/14/20
