"","geo_value","time_value","part_work_prop_7d","part_work_sample_size","full_work_prop_7d","full_work_sample_size","full_work_std","res_visit_by_pop","bar_visit_by_pop"
"6983","39061",2020-04-10,0.043500470980542,4878,0.0324446010432648,4878,0.000356658736924734,222.108630723273,11.7826900526079
"6984","39063",2020-04-10,0.043797861614067,434,0.0250616533598219,434,0.000841419841789865,259.323734089006,NA
"6985","39065",2020-04-10,0.0456915067516733,196,0.0270575549506866,196,0.00164980877680472,24.1516725033209,NA
"6986","39067",2020-04-10,0.048155721487117,119,0.0337196642224963,119,0.00205057406360587,582.962452203347,NA
"6987","39069",2020-04-10,0.0506349007652097,189,0.0270844313718992,189,0.00143489173255395,3.79430407081646,NA
"6988","39071",2020-04-10,0.0463906933010536,245,0.0275099529036191,245,0.00119686186586264,138.306328382868,NA
"6989","39073",2020-04-10,0.0539277091459642,161,0.0337903890107132,161,0.00197264807124913,105.748682026362,NA
"6990","39075",2020-04-10,0.0577734475142603,161,0.0327381201864577,161,0.00201663315326255,42.8768539539142,NA
"6991","39077",2020-04-10,0.0445925318175107,336,0.0263335357356449,336,0.00103646984746504,19.7038377463939,NA
"6992","39079",2020-04-10,0.0495453884198348,210,0.0284816198493646,210,0.00130991712673291,60.9791075775826,NA
"6993","39081",2020-04-10,0.0444674055123714,469,0.0337735612420955,469,0.00128801945231682,226.662482128535,NA
"6994","39083",2020-04-10,0.0509086816213144,322,0.0281196492512284,322,0.00112978062985545,107.410335182817,NA
"6995","39085",2020-04-10,0.0438436062808045,1080,0.0309269070715802,1080,0.000696388975480831,90.7762613125298,6.64021647105696
"6996","39087",2020-04-10,0.0501650126450712,399,0.0337215954654583,399,0.00127511837596395,107.774358989695,NA
"6997","39089",2020-04-10,0.0438134574433899,784,0.026613223321501,784,0.000638551646747871,174.534905831115,6.95724771280481
"6998","39091",2020-04-10,0.0478052692027066,273,0.0242062729020329,273,0.00097823328912797,187.758131182596,NA
"6999","39093",2020-04-10,0.0426432109246093,1412,0.029708035911918,1412,0.000590769640905389,76.3836117681618,NA
"7000","39095",2020-04-10,0.0456504194855,2778,0.0339218371100371,2778,0.00048087184450399,94.6100495791407,4.34990647701074
"7001","39097",2020-04-10,0.0495979443539732,196,0.030725129861615,196,0.00176978942683786,76.6695058872161,0
"7002","39099",2020-04-10,0.045780468204086,1512,0.0348861302154123,1512,0.000673500431141465,96.6198003593687,NA
"7003","39101",2020-04-10,0.044458922985311,395,0.0292963227536931,395,0.00124666029938876,110.019206742872,NA
"7004","39103",2020-04-10,0.0418977165497465,770,0.0291306678940698,770,0.00077172034212582,96.9534331463066,NA
"7005","39105",2020-04-10,0.0549782137288194,161,0.0338472974292522,161,0.00205687777920975,78.8125574674898,NA
"7006","39107",2020-04-10,0.0493549620605173,231,0.0251897669259671,231,0.00129981165766172,62.8153314023623,NA
"7007","39109",2020-04-10,0.0445114458474925,602,0.0271039043442683,602,0.000767753303300723,180.863508540785,NA
"7008","39111",2020-04-10,0.05008861410534,112,0.0418882446566223,112,0.00252523256472194,NA,NA
"7009","39113",2020-04-10,0.0449395439543573,2921,0.0312865321338641,2921,0.00043601411588549,229.278806653759,10.294981933222
"7010","39115",2020-04-10,0.0502098996354605,105,0.0360762712009266,105,0.0023869958177212,156.036668617125,22.0726189162344
"7011","39117",2020-04-10,0.0495899943267249,161,0.0257345378235846,161,0.00151590986662832,40.7745160066912,NA
"7012","39119",2020-04-10,0.0507011753844739,525,0.0315734593757619,525,0.00101090570810936,206.644139579543,NA
"7013","39121",2020-04-10,0.0490750903476731,84,0.0318185834039389,84,0.00226695715860309,NA,22.0726189162344
"7014","39123",2020-04-10,0.0449441025964055,301,0.0310345159884459,301,0.00124396432517365,52.7517711336075,NA
"7015","39125",2020-04-10,0.0538804176281768,119,0.0296146383603796,119,0.00185582161337883,53.6368350538503,NA
"7016","39127",2020-04-10,0.045489444064951,196,0.0300477371900413,196,0.0014403322544527,17.7625360141398,NA
"7017","39129",2020-04-10,0.0480365966350862,252,0.0313837263102246,252,0.00164402583066145,198.766101177948,NA
"7018","39131",2020-04-10,0.0491616418546893,154,0.0317063604818681,154,0.00178297357751035,95.1957272649643,NA
"7019","39133",2020-04-10,0.0441692458850399,707,0.028519117462622,707,0.000811306393486085,96.9871848208804,NA
"7020","39135",2020-04-10,0.0553428108115818,238,0.0281936569439867,238,0.00130589269861753,263.991797022367,0
"7021","39137",2020-04-10,0.0527302763708711,189,0.029462194905561,189,0.00165757932431259,67.5219446320054,NA
"7022","39139",2020-04-10,0.0439521762565677,665,0.0275557251705046,665,0.000736309448668514,171.046276942363,NA
"7023","39141",2020-04-10,0.0487049926657217,434,0.029388545815798,434,0.00098548493360566,335.563064719251,NA
"7024","39143",2020-04-10,0.0462623099605972,413,0.0290004297545534,413,0.00106359142203993,142.257619740278,NA
"7025","39145",2020-04-10,0.0513362437118023,511,0.0343519920946667,511,0.00101656878099151,201.138598199197,NA
"7026","39147",2020-04-10,0.0505975491133007,399,0.0292919468655245,399,0.00115019380640356,53.0671931647178,NA
"7027","39149",2020-04-10,0.0444345063058663,273,0.0259097399129693,273,0.00112581708619516,243.615589933685,NA
"7028","39151",2020-04-10,0.0457152110197145,1932,0.0296201379911383,1932,0.000493656613621975,132.807579028759,0
"7029","39153",2020-04-10,0.0442105026257555,3157,0.0315309555946956,3157,0.000398655911046987,92.1840263821706,13.5386698256896
"7030","39155",2020-04-10,0.0449170271401652,1351,0.0313190900886942,1351,0.000596866243822508,104.162293493976,NA
"7031","39157",2020-04-10,0.0503872240211641,539,0.0312136939637087,539,0.000904082057894039,158.117245179836,NA
"7032","39159",2020-04-10,0.0411275093573239,203,0.022547824585572,203,0.00104338539721697,237.864108251325,NA
"7033","39161",2020-04-10,0.0521998555990218,196,0.0281989795130812,196,0.0016131024768182,20.0785992659466,NA
"7034","39163",2020-04-10,0.0460488842479944,84,0.0328359786691082,84,0.00242197849451521,51.4782580393113,NA
"7035","39165",2020-04-10,0.0455521969929504,756,0.025314786466183,756,0.000690743880116351,238.406005192179,0
"7036","39167",2020-04-10,0.0508164454259269,329,0.0327967607639696,329,0.00139678914520528,98.3740948216969,3.71126368528484
"7037","39169",2020-04-10,0.0460075035958821,581,0.0283426293724096,581,0.000817467601511679,137.598653726951,NA
"7038","39171",2020-04-10,0.0449978845227198,252,0.0286321425806999,252,0.00140662041951185,63.0001582001258,NA
"7039","39173",2020-04-10,0.0462291760313602,630,0.0257099061678122,630,0.000764185678000985,93.6780186130655,0
"7040","39175",2020-04-10,0.0476391626199963,154,0.0276455281599961,154,0.00184550211692368,NA,NA
"7041","39001",2020-04-11,0.0525044413118776,154,0.0335792762908409,154,0.00193309972390131,103.446499613821,NA
"7042","39003",2020-04-11,0.0449941054361839,638,0.0283495700340439,638,0.000823292014998603,162.517788801276,NA
"7043","39005",2020-04-11,0.0512712072849136,308,0.0307332689171068,308,0.0013005277813671,61.5988116528803,NA
"7044","39007",2020-04-11,0.0506796654307621,651,0.034504259092579,651,0.000926425517610963,43.8528419253684,NA
"7045","39009",2020-04-11,0.0474640801295073,336,0.0310701265812639,336,0.00123531801076759,148.161059787345,NA
"7046","39011",2020-04-11,0.0476233483861995,287,0.0288612047930568,287,0.00122304279420289,116.379384962867,NA
"7047","39013",2020-04-11,0.0476716411019285,476,0.0330653411887406,476,0.00109330032440314,314.259445205096,NA
"7048","39015",2020-04-11,0.052512548027928,224,0.028960292903619,224,0.00135028141178231,791.069372993965,NA
"7049","39017",2020-04-11,0.0449865188031364,1869,0.0300279159392142,1869,0.000483052031917456,209.205497449205,0.256755005040181
"7050","39019",2020-04-11,0.0474576236004705,175,0.0267825658917329,175,0.001269543615118,21.5235020994266,NA
"7051","39021",2020-04-11,0.0450593197507991,238,0.027533087604336,238,0.00124486767185363,5.4434738572743,NA
"7052","39023",2020-04-11,0.0464688438752156,952,0.0311590384993603,952,0.000703785787311499,210.132271637135,NA
"7053","39025",2020-04-11,0.0481459187154556,819,0.0269994847600482,819,0.000710084123703215,342.774314189499,0
"7054","39027",2020-04-11,0.0460014865999612,224,0.0288807938849723,224,0.00122939370692286,193.51064308537,NA
"7055","39029",2020-04-11,0.0462430074960481,658,0.0324558006251194,658,0.000924672833000369,15.2334216794493,NA
"7056","39031",2020-04-11,0.0475698630886294,231,0.0301253067843115,231,0.00135635842706185,14.8646748482306,NA
"7057","39033",2020-04-11,0.0462630075592506,336,0.0293044862080932,336,0.00114574446815892,75.9701876816718,NA
"7058","39035",2020-04-11,0.0501199346922938,8099,0.0420625359414253,8099,0.000356123075153045,89.2273800769541,0
"7059","39037",2020-04-11,0.0577695381468753,364,0.031286818352039,364,0.00119479876066334,100.853311948226,NA
"7060","39039",2020-04-11,0.0462703743612216,252,0.0283075812924676,252,0.00125999444175,161.448118643024,NA
"7061","39041",2020-04-11,0.0373236240485779,616,0.022870225920406,616,0.000624029924902218,193.274526557189,24.0096038415366
"7062","39043",2020-04-11,0.0446260205286993,483,0.030803775796735,483,0.00109366259510369,267.322026522339,NA
"7063","39045",2020-04-11,0.0450518356856549,651,0.0268483321905744,651,0.000779656389337611,233.278252401404,0
"7064","39047",2020-04-11,0.0467218611130501,182,0.0292149108499824,182,0.0014023319839079,256.495953335161,NA
"7065","39049",2020-04-11,0.0413850868000605,6199,0.0299631773024543,6199,0.000279599806489082,129.574268614408,3.03804387443094
"7066","39051",2020-04-11,0.0486796868273417,217,0.0292089307286552,217,0.00140733229752859,46.7024757892511,NA
"7067","39053",2020-04-11,0.0558777267659136,175,0.0410898656262521,175,0.00199684044979535,166.483753804552,NA
"7068","39055",2020-04-11,0.0487915585730136,447,0.0355728053989199,447,0.00138203100454459,56.1854807445873,3.32010823552848
"7069","39057",2020-04-11,0.0452943056930391,784,0.0290217486232005,784,0.000772823663423838,210.284879276167,0
"7070","39059",2020-04-11,0.0474264070431925,245,0.0312854070716848,245,0.00145209477048627,108.222996400336,NA
"7071","39061",2020-04-11,0.0448313566971961,4878,0.0336452632340544,4878,0.000368501497327282,205.368273250286,9.6856610887741
"7072","39063",2020-04-11,0.0439738235697973,434,0.0261420729606608,434,0.000854016915475042,237.126321134613,NA
"7073","39065",2020-04-11,0.0487116902201617,196,0.0296199451605042,196,0.00173919319596886,12.0758362516604,NA
"7074","39067",2020-04-11,0.051931276026028,119,0.034503111668037,119,0.00201405961707519,789.820096533567,NA
"7075","39069",2020-04-11,0.0526213574983102,189,0.0285396793968837,189,0.00146763976752668,2.80307676270622,NA
"7076","39071",2020-04-11,0.0479849817420081,245,0.0286200943444706,245,0.0012230102645137,240.123191925545,NA
"7077","39073",2020-04-11,0.0545376406965395,161,0.0343223041902658,161,0.00193220084568679,28.6613286768317,NA
"7078","39075",2020-04-11,0.0594913633267116,161,0.0350972127689258,161,0.0021861344225672,50.3745491249638,NA
"7079","39077",2020-04-11,0.0458574960466636,336,0.0276779936367132,336,0.0010539122394087,24.1635364522408,NA
"7080","39079",2020-04-11,0.04958974464622,210,0.0294057608951112,210,0.00134861306075042,77.1599523529791,NA
"7081","39081",2020-04-11,0.046639374399607,469,0.0352707604395414,469,0.00136074351600749,216.201136799526,NA
"7082","39083",2020-04-11,0.0519238649466691,322,0.0291340934213824,322,0.00112936421923075,80.0654512305275,NA
"7083","39085",2020-04-11,0.0457059935080051,1079,0.0326226620706289,1079,0.00073670812650714,93.0403430569548,3.32010823552848
"7084","39087",2020-04-11,0.0520430921265946,399,0.0348383500943332,399,0.00127789962288196,81.1342152552442,NA
"7085","39089",2020-04-11,0.0457508933748418,784,0.0275047069964267,784,0.000645633516568608,172.013983233306,0
"7086","39091",2020-04-11,0.0477966930117995,273,0.024980002375645,273,0.00101491951987696,161.73491004912,NA
"7087","39093",2020-04-11,0.043345666979733,1411,0.0307053478014601,1411,0.000595352686659705,75.7211707719891,NA
"7088","39095",2020-04-11,0.0469960885536822,2778,0.0350161458594962,2778,0.000500850112229325,74.5585793959866,6.52485971551612
"7089","39097",2020-04-11,0.0507771587677871,196,0.0315403419284503,196,0.00177273904733948,71.4397226718427,0
"7090","39099",2020-04-11,0.0478552532962176,1512,0.0369613726190974,1512,0.00072844490588727,97.7387223868058,NA
"7091","39101",2020-04-11,0.0461321062192575,395,0.0305799341794043,395,0.00128024080457859,117.478136013575,NA
"7092","39103",2020-04-11,0.0431361839855717,770,0.0302345042173656,770,0.000776966031610318,91.1444460614111,NA
"7093","39105",2020-04-11,0.057181034759755,161,0.0350132434006311,161,0.00209730563316367,78.8125574674898,NA
"7094","39107",2020-04-11,0.0495021295634897,231,0.0261613754498495,231,0.00130111099733782,26.3379479349122,NA
"7095","39109",2020-04-11,0.0456617580159256,602,0.0281872735328036,602,0.000787011722584055,192.081194610395,NA
"7096","39111",2020-04-11,0.0508285269035216,112,0.0422494327621535,112,0.00249575011854545,NA,NA
"7097","39113",2020-04-11,0.0457940186502803,2920,0.0323399230211511,2920,0.000453322810297371,205.719837692681,4.79905922273951
"7098","39115",2020-04-11,0.0515513598538062,105,0.0364854111366817,105,0.0023891710634391,312.07333723425,44.1452378324688
"7099","39117",2020-04-11,0.049196793108083,161,0.0263950503291185,161,0.00151807742287243,22.2202316604188,NA
"7100","39119",2020-04-11,0.0517193876261331,525,0.0330088356540603,525,0.00103706190211181,153.678928098774,NA
"7101","39121",2020-04-11,0.0542205720429991,84,0.0348472532653687,84,0.00273418014792605,NA,44.1452378324688
"7102","39123",2020-04-11,0.0474599185266496,301,0.0324528670400873,301,0.0012679606979858,37.2854529585767,NA
"7103","39125",2020-04-11,0.0526991432295095,119,0.0303287577548904,119,0.00186364998418498,23.4358355905087,NA
"7104","39127",2020-04-11,0.0471793297170324,196,0.0312176287938304,196,0.00143284496570416,15.4522718275671,NA
"7105","39129",2020-04-11,0.0493841200867242,252,0.0328495436945299,252,0.00169507778409037,198.36916791251,NA
"7106","39131",2020-04-11,0.0511103990501969,154,0.0326014310678088,154,0.00178828247195674,77.9119751816889,NA
"7107","39133",2020-04-11,0.0447146844556303,707,0.0294855194204505,707,0.00084361390085212,120.785247896219,NA
"7108","39135",2020-04-11,0.0549180759440597,238,0.0291247257381967,238,0.00131394150432585,207.36964516212,0
"7109","39137",2020-04-11,0.052643525445554,189,0.0299792823301226,189,0.00166058679733476,115.751905083438,NA
"7110","39139",2020-04-11,0.0449982896949491,665,0.0284707981901826,665,0.000745196846811278,143.16918271762,NA
"7111","39141",2020-04-11,0.048701485796391,434,0.03034020800099,434,0.00100961695030597,330.289075184999,NA
"7112","39143",2020-04-11,0.0471348518301214,413,0.0297944002867522,413,0.00106287454709407,150.306638348739,NA
"7113","39145",2020-04-11,0.0531630001625978,511,0.0359252016020042,511,0.00108850131688277,188.97341024994,NA
"7114","39147",2020-04-11,0.0509532339310774,399,0.0305237855365072,399,0.00116743106977982,71.9104324370342,NA
"7115","39149",2020-04-11,0.045369443560868,273,0.0266694391824698,273,0.00113743552183362,254.570207061501,NA
"7116","39151",2020-04-11,0.0467252047620373,1932,0.03088823703155,1932,0.000511978587917934,133.539070514244,8.48032564450475
"7117","39153",2020-04-11,0.0455146313536645,3157,0.0329079586519322,3157,0.000422563259871139,86.7813409870822,23.6926721949568
"7118","39155",2020-04-11,0.0464387991803565,1351,0.0325756638527239,1351,0.000617605760754526,87.3720238510309,NA
"7119","39157",2020-04-11,0.0504214166072291,539,0.0318068994209982,539,0.000911081465690283,117.742251626335,NA
"7120","39159",2020-04-11,0.0406255080587727,203,0.0232714384909437,203,0.0010445087636572,221.015759896243,NA
"7121","39161",2020-04-11,0.0531202788419081,196,0.0294625985619495,196,0.00161163185670609,35.9026851159189,NA
"7122","39163",2020-04-11,0.044879959457967,84,0.0330167336082963,84,0.00245346172966257,17.0876582363265,NA
"7123","39165",2020-04-11,0.0457453743123597,756,0.0258270269929664,756,0.000690974990689979,229.968750941804,0
"7124","39167",2020-04-11,0.0516186674981501,329,0.034098510786461,329,0.0014020393369008,87.4436398415084,14.8450547411394
"7125","39169",2020-04-11,0.0469249364480836,581,0.0294873776368711,581,0.000839643565988444,117.415908506169,NA
"7126","39171",2020-04-11,0.0463002197121485,252,0.0301009790021127,252,0.00146143188507801,27.9007115642769,NA
"7127","39173",2020-04-11,0.0467381975076951,630,0.0265095354368604,630,0.000761659361317784,109.568619845711,5.18497394550592
"7128","39175",2020-04-11,0.0472241790349062,154,0.0282909151199993,154,0.00184896764779728,NA,NA
"7129","39001",2020-04-12,0.0531759006884236,154,0.033399393609034,154,0.00192347138864463,12.7805145159026,NA
"7130","39003",2020-04-12,0.0458391132098517,638,0.0283341256788383,638,0.000787840878224247,134.192387197547,NA
"7131","39005",2020-04-12,0.0510121976775008,308,0.0299019410114399,308,0.00119296869021627,30.8817737519261,NA
"7132","39007",2020-04-12,0.0503889458193929,651,0.0339354640739263,651,0.000894354655214922,28.8981745390644,NA
"7133","39009",2020-04-12,0.047419058941889,336,0.0304117461332391,336,0.00119163945303131,43.5767822903957,NA
"7134","39011",2020-04-12,0.0481134911505082,287,0.0287302407036497,287,0.00122998464271613,20.6269755777545,NA
"7135","39013",2020-04-12,0.0477815636509265,476,0.0327349198499215,476,0.00104745921946557,87.8535674384626,NA
"7136","39015",2020-04-12,0.0537034948346338,224,0.0288396465296608,224,0.0013431561152709,252.967632967876,NA
"7137","39017",2020-04-12,0.0449470881139589,1869,0.029549711778488,1869,0.000469998731370836,122.278684411976,1.91970034153807
"7138","39019",2020-04-12,0.0499229070527547,175,0.0271556013333076,175,0.00126920916328312,7.17450069980888,NA
"7139","39021",2020-04-12,0.0460928389595287,238,0.0269603283964049,238,0.00119601464813645,0.200210489070127,NA
"7140","39023",2020-04-12,0.0467597870599585,952,0.0307399964404863,952,0.000667465520949729,138.065418881695,NA
"7141","39025",2020-04-12,0.0486082951668406,819,0.0265068937048543,819,0.00067462646606436,185.783224428703,0
"7142","39027",2020-04-12,0.046858796215869,224,0.0287411595882074,224,0.00122324513879043,99.0054452994915,NA
"7143","39029",2020-04-12,0.046366883075907,658,0.0318584988989424,658,0.000880252290478416,10.9721019018662,NA
"7144","39031",2020-04-12,0.0480587968319234,231,0.0291526802786257,231,0.00133073658427389,35.9712850081206,NA
"7145","39033",2020-04-12,0.0467565971897624,336,0.0287602230022246,336,0.00107859405306727,46.5584077447132,NA
"7146","39035",2020-04-12,0.049814777329371,8098,0.0415758555888578,8098,0.000343324126478187,40.5464604256614,3.99098038433141
"7147","39037",2020-04-12,0.0566767846374738,364,0.0295293302298535,364,0.00106241604946317,45.6673634987214,NA
"7148","39039",2020-04-12,0.0454358463913264,252,0.0279601524900255,252,0.00124054747002779,80.9210915821911,NA
"7149","39041",2020-04-12,0.0370791495852522,616,0.022415775248892,616,0.000610657715937849,101.025442151719,0
"7150","39043",2020-04-12,0.0445017117728142,483,0.0305822186005428,483,0.00105154810001557,83.8994059393605,NA
"7151","39045",2020-04-12,0.0461082575045927,651,0.0266275330683697,651,0.000773317211701733,81.6070809558145,3.47862385640241
"7152","39047",2020-04-12,0.0470836785447549,182,0.0289026727698815,182,0.00138316601097271,132.471891788584,NA
"7153","39049",2020-04-12,0.0414343086178217,6198,0.0295543100367556,6198,0.000269807314645445,69.6283077611777,4.46471514543823
"7154","39051",2020-04-12,0.0492905539951867,217,0.028752884172105,217,0.00139594616720414,32.3900954688941,NA
"7155","39053",2020-04-12,0.0567940050578706,175,0.0408600398141944,175,0.00200688406259229,148.76120877629,NA
"7156","39055",2020-04-12,0.0480179363735366,447,0.0345429362382225,447,0.0013081766879845,24.6405930416101,1.66005411776424
"7157","39057",2020-04-12,0.0452812512877165,784,0.0286438669687108,784,0.000750581876082965,136.53013057238,1.91697100530906
"7158","39059",2020-04-12,0.0485093585463792,245,0.0309980733526678,245,0.00142260378904055,92.016521943315,NA
"7159","39061",2020-04-12,0.044372845267983,4878,0.0329855029682506,4878,0.000348630826580587,119.768581618487,7.51554193903834
"7160","39063",2020-04-12,0.0447765099882745,434,0.0259556297091339,434,0.0008368604485789,111.14735166619,NA
"7161","39065",2020-04-12,0.0478350454165301,196,0.0285943615758228,196,0.00155911749400266,0,NA
"7162","39067",2020-04-12,0.0516879130447934,119,0.0331738297677369,119,0.00188611102121273,200.589230865668,NA
"7163","39069",2020-04-12,0.056125914543391,189,0.0285395374329281,189,0.00146403671267064,0.681318317719007,NA
"7164","39071",2020-04-12,0.0469013010527583,245,0.0280911625156554,245,0.00118307413559927,137.622626455579,NA
"7165","39073",2020-04-12,0.0544768039657594,161,0.0338660111631714,161,0.00189801179417193,27.7485305194474,NA
"7166","39075",2020-04-12,0.0616108560982574,161,0.0349931239657973,161,0.00218482074325434,53.0687381742971,NA
"7167","39077",2020-04-12,0.0454594521605945,336,0.0270701105487605,336,0.00101088102197243,24.1635364522408,NA
"7168","39079",2020-04-12,0.0508731092601481,210,0.0292885409579671,210,0.00135090616981409,53.3299481563938,NA
"7169","39081",2020-04-12,0.0458198165282321,469,0.0340266056201233,469,0.00113687556236716,188.304215922168,NA
"7170","39083",2020-04-12,0.0520938849144288,322,0.0283577226187192,322,0.00108693435185081,43.9157862571857,NA
"7171","39085",2020-04-12,0.0451646486101432,1078,0.0317299290978003,1078,0.000715434620854184,45.188963964023,1.66005411776424
"7172","39087",2020-04-12,0.0525122835639411,399,0.0351202850402047,399,0.0012581647171234,64.8862329409519,NA
"7173","39089",2020-04-12,0.0454539254756889,784,0.0270209157778007,784,0.000642989999610343,71.5928658813811,3.47862385640241
"7174","39091",2020-04-12,0.0490227568529531,273,0.0251184073526739,273,0.00100932119973583,135.496887255442,NA
"7175","39093",2020-04-12,0.0428995320577875,1410,0.0302934928114141,1410,0.000567322186266802,35.1855693015665,NA
"7176","39095",2020-04-12,0.0465323220602349,2777,0.0345947870370958,2777,0.000486128015857488,55.3496199086796,4.34990647701074
"7177","39097",2020-04-12,0.050036235443645,196,0.0309958498278435,196,0.00171558025406972,33.9785782224662,0
"7178","39099",2020-04-12,0.0473325427666249,1512,0.0364821178555181,1512,0.000707317781254699,57.8778589551038,NA
"7179","39101",2020-04-12,0.046443248371964,394,0.0301694741184497,394,0.00123537911552707,55.9419695302739,NA
"7180","39103",2020-04-12,0.0430297680053758,770,0.0296332156081254,770,0.000767693319052099,33.4305184852016,NA
"7181","39105",2020-04-12,0.0566613941861332,161,0.0340700462937342,161,0.00191427178212336,26.2708524891633,NA
"7182","39107",2020-04-12,0.0502282623414891,231,0.025734304443119,231,0.00128866923336739,36.5739063068225,NA
"7183","39109",2020-04-12,0.0459059031696775,602,0.0278532989040282,602,0.000782824825950906,71.5494204081797,NA
"7184","39111",2020-04-12,0.0525558830621473,112,0.0419959997060517,112,0.00247642779820291,NA,NA
"7185","39113",2020-04-12,0.0461297382048548,2921,0.0323068623261802,2921,0.000457173317525137,117.30303734742,1.89662829342786
"7186","39115",2020-04-12,0.049669701186901,105,0.0353602878598522,105,0.00202759972836577,136.532085039984,0
"7187","39117",2020-04-12,0.0502581403597372,161,0.0263469906102028,161,0.00146479492230811,31.1905735698852,NA
"7188","39119",2020-04-12,0.05129630063744,525,0.0327668024547077,525,0.00100740176860495,58.9656071327623,NA
"7189","39121",2020-04-12,0.056076141781189,84,0.0338788678080417,84,0.00268292086890003,NA,0
"7190","39123",2020-04-12,0.047040080142059,301,0.0319068605481534,301,0.00129401607318985,13.410460863247,NA
"7191","39125",2020-04-12,0.0525393225434361,119,0.0298241453339576,119,0.00183943629231663,11.7179177952543,NA
"7192","39127",2020-04-12,0.048170366127297,196,0.0305953132480037,196,0.00143772845320566,8.13868308995725,NA
"7193","39129",2020-04-12,0.0511844661876979,251,0.0326859729649312,251,0.00168997230870167,91.0180759087459,NA
"7194","39131",2020-04-12,0.0538837695754686,154,0.0325334343710129,154,0.0017885795379814,62.7841230899836,NA
"7195","39133",2020-04-12,0.044393318981226,707,0.0291083085995212,707,0.000832052433259144,39.4658323154546,NA
"7196","39135",2020-04-12,0.0550285126594868,238,0.0287603373649538,238,0.00131626845278872,155.364712132709,0
"7197","39137",2020-04-12,0.0540117834380954,189,0.0295411823680963,189,0.00166697206478306,9.64599209028649,NA
"7198","39139",2020-04-12,0.0450979415015967,665,0.0280208578353689,665,0.000727204525137551,70.9083270731005,NA
"7199","39141",2020-04-12,0.0492902738858971,434,0.0302553046277404,434,0.00102956293672252,113.535188242655,NA
"7200","39143",2020-04-12,0.0471214853659049,413,0.029274494257561,413,0.000961825934364348,66.1657038844802,NA
"7201","39145",2020-04-12,0.0534367024600944,511,0.0354805686690846,511,0.0010705189176945,125.722551646965,NA
"7202","39147",2020-04-12,0.0505415664020547,399,0.0299935318783653,399,0.00105501117423663,36.8958509385733,NA
"7203","39149",2020-04-12,0.0449290228559368,273,0.0262433366688023,273,0.00110800023064539,126.415550493103,NA
"7204","39151",2020-04-12,0.0472015823738709,1932,0.0303667003393797,1932,0.000495067145808978,66.9423265509722,0
"7205","39153",2020-04-12,0.0456231171880349,3157,0.0325548665010426,3157,0.000416994859174342,45.6456399887531,3.38466745642241
"7206","39155",2020-04-12,0.0461641616315166,1351,0.0320463021921269,1351,0.000595720721286121,35.9487719520939,NA
"7207","39157",2020-04-12,0.0515640240718116,539,0.0317464765223821,539,0.00090848724348515,73.598245822473,NA
"7208","39159",2020-04-12,0.0414884736726366,203,0.0230013337147536,203,0.00105558605942916,59.5257224055101,NA
"7209","39161",2020-04-12,0.0546611557998939,196,0.0285078200453008,196,0.00144542891184955,22.8784659481328,NA
"7210","39163",2020-04-12,0.0470215940119726,84,0.0328890261823049,84,0.00241812475781535,0.269104162914602,NA
"7211","39165",2020-04-12,0.0461842980717298,756,0.0258273704881435,756,0.000716440493452519,112.214404840038,0
"7212","39167",2020-04-12,0.0515557392860964,329,0.0332391602884966,329,0.00128349272519191,38.2565924306599,0
"7213","39169",2020-04-12,0.0467140980846512,581,0.0291069958111969,581,0.00082176869320533,63.3080159321739,NA
"7214","39171",2020-04-12,0.0460339553822461,252,0.029466919859536,252,0.00141117729532686,15.5754715718274,NA
"7215","39173",2020-04-12,0.047480975266689,630,0.0259368178703804,630,0.000751045704217896,63.3724796743918,2.59248697275296
"7216","39175",2020-04-12,0.0465251647054846,154,0.026793866847972,154,0.0017062642508908,NA,NA
"7217","39001",2020-04-13,0.0524410143056661,154,0.0333635788255875,154,0.00194784337037293,91.0831454493219,NA
"7218","39003",2020-04-13,0.0459093230612802,638,0.02934949445441,638,0.000830794321693688,101.257337769191,NA
"7219","39005",2020-04-13,0.0509803227967334,308,0.0303148393105621,308,0.0012474560854672,33.8761854484071,NA
"7220","39007",2020-04-13,0.0496666260156924,651,0.0338460466339415,651,0.000896182767367753,38.3350606289212,NA
"7221","39009",2020-04-13,0.0469125676995747,336,0.0306710427766261,336,0.00118031178389222,66.8177328452734,NA
"7222","39011",2020-04-13,0.0474068494265655,287,0.0287811651499535,287,0.0012597297095943,68.5081135015026,NA
"7223","39013",2020-04-13,0.0476186714758812,476,0.0342374154027227,476,0.00119586525703274,239.058983377828,NA
"7224","39015",2020-04-13,0.0512261475711425,224,0.0285403068886055,224,0.00131736365526524,408.251185266578,NA
"7225","39017",2020-04-13,0.0445904584830267,1869,0.0298766929123976,1869,0.000494760596823501,142.137885492884,7.67880136615228
"7226","39019",2020-04-13,0.0480488731727348,175,0.0276811400331929,175,0.00145624316785116,0,NA
"7227","39021",2020-04-13,0.046279344603349,238,0.0273943974389946,238,0.00127417735348221,15.2989304625845,NA
"7228","39023",2020-04-13,0.0463175260631608,952,0.031096153337299,952,0.000679238707706896,146.318346401348,NA
"7229","39025",2020-04-13,0.0480671100365424,819,0.0268950601657982,819,0.000694672451983074,199.976108391612,0
"7230","39027",2020-04-13,0.0464314349284287,224,0.0294052962443209,224,0.00126962718247856,146.031659889135,NA
